distance_normalized,displacement_normalized,variance_normalized,velocity_normalized,efficiency_normalized,amplify_normalized
-0.2807899319286414,-0.2127296598720051,-0.1950528597403544,-0.3589921205433269,0.3716011816926902,-0.15553260482599507
-0.3109763149386417,-0.282128492234673,-0.10075841555542618,-0.39139732730760296,0.2710656305893643,-0.18256827601413153
-0.3889707817755495,-0.3973685699518087,-0.0890005650292853,0.007706810877001811,0.38722886398171336,-0.5371205809033647
-0.3104377658534535,-0.25802544763699325,-0.19856504689408633,-0.18470009642741878,0.4058628202044672,0.035421182821820066
-0.3330703023679353,-0.2998226026586014,-0.12466322133560312,-0.29784265894926293,0.3911924069969457,-0.24992824169238356
-0.3049997675867106,-0.2512484612306802,0.05642328070500902,-0.19811699018546855,0.39042098593110125,-0.4966813795125643
-0.23488653392683456,-0.18107186567090552,-0.1564969877471157,-0.15777431788499183,0.13952915773643212,-0.1830084731581772
-0.23911445457028344,-0.1270402425250279,-0.19622849300175463,-0.18355956942691967,0.43914733804046924,-0.13849149102781635
-0.30740930335613587,-0.26904093161234427,-0.17325333164149515,-0.09267348539087508,0.31192420101923535,-0.10742550189875201
-0.33750067744378537,-0.3411672827415309,-0.15805977518204808,-0.28312383189815116,0.18117153245461207,-0.22546498957860375
-0.17851308660522264,-0.020544871354866726,-0.12033566873365181,0.11543216421924934,0.4394423263962535,0.03216773109737752
-0.24523542681163008,-0.12791796446977385,-0.1976554912711908,-0.01586738202801444,0.48836098993070426,-0.228716938837286
-0.1909415327057347,-0.07237714745173904,-0.19074045147948052,-0.386803921930349,0.30569236342064504,-0.41465589855307844
-0.18016974864147417,-0.0337288123569891,-0.19931327081539574,0.19371807170183422,0.3945837528421371,-0.22132751108072213
-0.14885928217436117,-0.025410265068354195,-0.16647398698422633,-0.2480367901648372,0.20482838100568257,0.08782205531647676
-0.1315237644675752,0.023150553293036634,-0.19314496094431974,-0.2810001714322374,0.2843001592166608,-0.20703171692540215
-0.32432433696494706,-0.2787967437341901,-0.1955839848990849,0.08131956965455937,0.4264277784995589,0.06127350833068256
-0.23911445457028344,-0.1270402425250279,-0.19622849300175463,-0.18355956942691967,0.43914733804046924,-0.13849149102781635
-0.23911445457028344,-0.1270402425250279,-0.19622849300175463,-0.18355956942691967,0.43914733804046924,-0.13849149102781635
-0.1394194873312249,0.0326117686392383,-0.19684478837207478,-0.07146361739418391,0.3766347971463489,-0.21345158253577376
-0.23911445457028344,-0.1270402425250279,-0.19622849300175463,-0.18355956942691967,0.43914733804046924,-0.13849149102781635
-0.2830865944552441,-0.23102565347359774,-0.18479921107871075,-0.4066035092933867,0.2937371377285468,-0.22080248703705738
-0.13963048454303273,0.062135358318177895,-0.19926293155108557,-0.02887439492212062,0.497757582246897,-0.32582598589451245
-0.28302839972039134,-0.08628741905054459,-0.19711593666936628,0.11163375149452502,1.0795246936488812,0.0029473956278465766
-0.36992375833267516,-0.36430416095749524,-0.07701168628816844,-0.06372417815614569,0.3875473175017511,-0.1125202723423574
-0.10285287524407416,0.11753704372122147,-0.17780784378312725,-0.1456346813511525,0.4592199995657518,-0.2737056703031329
-0.1447844943916014,0.012702787258504933,-0.19548730731110434,-0.33331619802558243,0.3331448583438104,0.01589576005281867
-0.22947642948677288,-0.07158501821821335,0.37002743767182444,0.28467077733834456,0.6248455939824696,-0.17691500891929857
-0.2865784909359509,-0.22013567956156668,-0.02448247970385326,-0.43697897520556334,0.38578534187899644,-0.2716101752747132
-0.44774076190677176,-0.48154406141787043,-0.19292587169212802,0.25355988174049565,0.545196384958628,-0.26271191400921673
-0.18609187707265493,-0.0993019765924818,-0.1858835680101936,-0.3504391902444571,0.1504307726708693,-0.2525127408332633
-0.29174404061637,-0.30750994239156265,-0.1072089148576958,0.672191115059288,-0.04927136968807126,0.2239749589455538
-0.32286007625604923,-0.2460821032729875,-0.1988203974773176,0.12269151014837493,0.6073469030115538,-0.2512088933865086
-0.15543321051496295,-0.01774416614511089,-0.18365253900952855,-0.061401067614862526,0.2821165340224461,-0.32434786805979515
-0.1993993562950361,-0.07226818697994931,-0.0850540742083397,-0.3332556764499613,0.3712726795030755,-0.15240020062320533
-0.052887480029779485,0.13559356673131218,-0.17747463163588245,-0.2557763175380569,0.21287372120039758,-0.04984686571660042
-0.19747090643992857,-0.07886005637340544,-0.193979124156843,-0.3232174435950503,0.32647569127104537,-0.16450677430702582
-0.23135317428751614,-0.11478725803906706,-0.17605876679238763,0.0020035681635045465,0.43248277074508523,-0.23699905809917987
-0.16390778927934363,-0.05861724667768925,-0.08774507033599635,-0.25775349441073503,0.16959402371541615,-0.27732497195237593
-0.28002469240428235,-0.21682688088539592,-0.19334229511206022,-0.17471600449844016,0.34237232998447903,0.0016576210719826438
-0.3368729247504288,-0.3062899870812435,-0.1984148157013616,-0.258573090616747,0.39200861345117377,-0.16766743023983582
-0.2131569833549338,-0.08504003693704722,-0.19803266535873323,-0.43177854122486187,0.42243808774101554,-0.20880828084658576
-0.3025739486189688,-0.23968973797415313,-0.19802138548284004,-0.3066056675281808,0.4322965370216646,-0.15897073706334944
-0.17263350687920795,-0.03153087092212368,-0.025294637227363876,-0.3626367852819418,0.34770993148569057,-0.3225249845183147
-0.18186173813842096,-0.03379521208002629,-0.06271781076239069,0.10604964977987567,0.4071642020881627,-0.5636224103400452
-0.27723257227093473,-0.20055031599397216,-0.18444506739509003,-0.2020571085143215,0.4039531227697373,-0.04553212306178704
-0.2987170489087538,-0.2427862628773081,-0.1846189062206816,-0.030360052211947933,0.37666551139761895,-0.198040152851407
-0.053328872698346075,0.17596732742942306,-0.19622902327728003,0.425993921953648,0.3573609821225001,-0.3167640953908846
-0.1371550844163593,0.029707692904902442,-0.1903298624566973,-0.48012571532174353,0.3491217707316809,-0.13144215694021288
-0.19800365021093438,-0.06853215279572263,-0.09122053637540055,-0.24811059528745263,0.3772675990033698,-0.21298551762629403
-0.3501757314028583,-0.3556679215606783,-0.09227350407632022,-0.27117900509284315,0.222083475011292,-0.18414537182783058
-0.31071007284674856,-0.2510615044676051,-0.12462962107099158,-0.3595544605619601,0.4491162893212669,-0.24143480176785817
-0.3222030846022374,-0.3036951892844849,-0.12165960611012358,0.1450197304854583,0.2550403425869365,-0.19641509597703366
-0.3724244328149963,-0.2969066904187658,-0.18788976962844978,-0.11463357440005223,0.8822990624557357,-0.1626766009985456
-0.47896839645201417,-0.5806076678796664,-0.1746734906112289,0.3950709561848029,0.11053576000245391,-0.286384956863839
-0.28960825136936624,-0.2280161982520396,-0.19114445460196905,-0.4011222462494886,0.37126845296191663,-0.1272212642776832
-0.15874139004075152,0.012738885680208029,-0.19709724330810274,-0.037043221503852294,0.4333951883970085,-0.17809922259351793
-0.22177509025288064,-0.10657046296766973,-0.18801964179355865,0.07427893823463012,0.39180789086987877,-0.258468580008135
-0.1654681916548229,-0.003241541582751151,-0.1778740474837976,0.09565130174435715,0.4156269825992323,-0.17834888524530967
-0.19968089043404383,-0.06310483459801507,-0.19666163419918506,-0.13295306957575306,0.41503267750806233,-0.28525810513840094
-0.097436776699125,0.11048656760874458,-0.1967302830799252,-0.15336337881441436,0.3965908537487267,-0.2688623531726959
-0.23911445457028344,-0.1270402425250279,-0.19622849300175463,-0.18355956942691967,0.43914733804046924,-0.13849149102781635
-0.2404020071791905,-0.1582781075124573,0.02207036395540293,-0.37893968280856377,0.29619758066293317,-0.1494856154498616
-0.15869046374804585,0.0078259979630264,-0.19584713105424453,0.027730199877540048,0.41241530910816726,0.09878948382116552
-0.16228602992470087,-0.003324145404560367,-0.19405040547236238,-0.3108121089772265,0.3918219728629414,-0.15882606988180245
-0.27600248283289813,-0.2061231501981715,-0.18959340427980248,-0.0911309464267306,0.36273198875191326,-0.47475513734122415
-0.2614072386120666,-0.17578196872094032,-0.059834411197136846,-0.10869878664948215,0.3895854056999825,-0.18496877331730763
-0.29511966562156206,-0.2362162498087152,0.19608955030194686,-0.37845039253525536,0.37862646288720414,-0.3446588751805589
-0.025799836857077065,0.09493833459373524,-0.19682105161730382,-0.09043107139166534,-0.07562297120873475,-0.06706701952023317
