duration,interArrivalTime,Type
295,361.0,Bot
70,145.0,Bot
109,185.0,Bot
229,324.0,Bot
163,478.0,Bot
158,260.0,Bot
281,378.0,Bot
177,257.0,Bot
221,321.0,Bot
241,309.0,Bot
110,183.0,Bot
279,392.0,Bot
67,151.0,Bot
138,208.0,Bot
139,220.0,Bot
228,318.0,Bot
71,175.0,Bot
110,199.0,Bot
247,330.0,Bot
290,357.0,Bot
234,321.0,Bot
241,669.0,Bot
161,261.0,Bot
208,299.0,Bot
88,156.0,Bot
297,392.0,Bot
131,225.0,Bot
245,336.0,Bot
88,173.0,Bot
284,370.0,Bot
276,349.0,Bot
227,329.0,Bot
111,191.0,Bot
165,262.0,Bot
126,212.0,Bot
58,142.0,Bot
263,346.0,Bot
214,293.0,Bot
152,228.0,Bot
205,307.0,Bot
168,259.0,Bot
191,285.0,Bot
245,314.0,Bot
200,283.0,Bot
222,312.0,Bot
194,282.0,Bot
172,279.0,Bot
223,293.0,Bot
157,240.0,Bot
235,328.0,Bot
293,394.0,Bot
87,174.0,Bot
144,210.0,Bot
269,343.0,Bot
267,374.0,Bot
163,281.0,Bot
207,313.0,Bot
132,209.0,Bot
192,287.0,Bot
244,310.0,Bot
185,271.0,Bot
255,342.0,Bot
239,338.0,Bot
260,344.0,Bot
83,190.0,Bot
263,338.0,Bot
62,149.0,Bot
192,282.0,Bot
87,185.0,Bot
173,238.0,Bot
277,382.0,Bot
181,294.0,Bot
111,199.0,Bot
122,185.0,Bot
171,237.0,Bot
94,570.0,Bot
115,206.0,Bot
153,211.0,Bot
59,106.0,Bot
141,251.0,Bot
115,163.0,Bot
105,195.0,Bot
83,183.0,Bot
69,175.0,Bot
102,193.0,Bot
120,165.0,Bot
93,202.0,Bot
118,183.0,Bot
129,239.0,Bot
56,118.0,Bot
63,122.0,Bot
137,237.0,Bot
86,143.0,Bot
57,117.0,Bot
148,234.0,Bot
142,190.0,Bot
70,119.0,Bot
138,242.0,Bot
120,224.0,Bot
111,182.0,Bot
78,737.0,Bot
120,175.0,Bot
110,179.0,Bot
120,225.0,Bot
96,146.0,Bot
153,213.0,Bot
113,187.0,Bot
112,170.0,Bot
116,225.0,Bot
119,164.0,Bot
118,185.0,Bot
93,174.0,Bot
81,171.0,Bot
81,126.0,Bot
59,125.0,Bot
98,155.0,Bot
118,171.0,Bot
144,237.0,Bot
137,188.0,Bot
130,222.0,Bot
95,181.0,Bot
57,135.0,Bot
87,175.0,Bot
104,172.0,Bot
83,316.0,Bot
71,181.0,Bot
148,213.0,Bot
150,194.0,Bot
110,191.0,Bot
99,183.0,Bot
77,155.0,Bot
87,156.0,Bot
78,145.0,Bot
134,210.0,Bot
114,209.0,Bot
126,211.0,Bot
58,109.0,Bot
146,240.0,Bot
91,188.0,Bot
61,116.0,Bot
132,207.0,Bot
147,240.0,Bot
80,178.0,Bot
124,179.0,Bot
137,230.0,Bot
74,179.0,Bot
85,181.0,Bot
93,151.0,Bot
104,198.0,Bot
96,165.0,Bot
64,901.0,Bot
54,144.0,Bot
77,170.0,Bot
124,179.0,Bot
126,236.0,Bot
100,188.0,Bot
147,224.0,Bot
119,194.0,Bot
96,164.0,Bot
148,206.0,Bot
107,189.0,Bot
75,136.0,Bot
90,187.0,Bot
133,243.0,Bot
119,186.0,Bot
63,120.0,Bot
56,129.0,Bot
104,161.0,Bot
115,179.0,Bot
70,142.0,Bot
135,207.0,Bot
103,148.0,Bot
83,152.0,Bot
67,171.0,Bot
145,232.0,Bot
121,165.0,Bot
84,170.0,Bot
152,240.0,Bot
122,166.0,Bot
156,204.0,Bot
92,177.0,Bot
74,123.0,Bot
141,200.0,Bot
57,107.0,Bot
156,219.0,Bot
114,199.0,Bot
116,210.0,Bot
67,149.0,Bot
110,191.0,Bot
103,164.0,Bot
118,161.0,Bot
97,165.0,Bot
92,166.0,Bot
123,226.0,Bot
67,140.0,Bot
145,214.0,Bot
101,204.0,Bot
154,253.0,Bot
89,151.0,Bot
150,229.0,Bot
150,195.0,Bot
125,193.0,Bot
114,1369.0,Bot
147,217.0,Bot
62,133.0,Bot
81,141.0,Bot
128,174.0,Bot
122,176.0,Bot
106,203.0,Bot
118,208.0,Bot
83,174.0,Bot
142,231.0,Bot
127,220.0,Bot
94,144.0,Bot
83,179.0,Bot
86,140.0,Bot
68,132.0,Bot
92,142.0,Bot
93,156.0,Bot
128,176.0,Bot
76,154.0,Bot
59,163.0,Bot
104,192.0,Bot
87,182.0,Bot
130,174.0,Bot
72,162.0,Bot
106,205.0,Bot
67,147.0,Bot
143,208.0,Bot
89,138.0,Bot
156,252.0,Bot
85,150.0,Bot
82,150.0,Bot
138,219.0,Bot
83,162.0,Bot
118,184.0,Bot
96,149.0,Bot
60,142.0,Bot
126,216.0,Bot
119,176.0,Bot
121,224.0,Bot
154,262.0,Bot
138,192.0,Bot
80,172.0,Bot
88,144.0,Bot
115,224.0,Bot
83,152.0,Bot
149,232.0,Bot
59,124.0,Bot
68,139.0,Bot
127,226.0,Bot
128,408.0,Bot
108,193.0,Bot
131,205.0,Bot
129,218.0,Bot
120,191.0,Bot
134,196.0,Bot
109,151.0,Bot
150,225.0,Bot
134,231.0,Bot
123,230.0,Bot
91,138.0,Bot
65,131.0,Bot
102,186.0,Bot
126,215.0,Bot
152,219.0,Bot
122,183.0,Bot
61,138.0,Bot
104,213.0,Bot
129,184.0,Bot
113,197.0,Bot
61,130.0,Bot
64,117.0,Bot
100,207.0,Bot
112,213.0,Bot
66,163.0,Bot
34,62.0,Bot
78,131.0,Bot
52,91.0,Bot
99,131.0,Bot
32,88.0,Bot
55,111.0,Bot
28,66.0,Bot
98,133.0,Bot
106,153.0,Bot
57,115.0,Bot
45,78.0,Bot
86,125.0,Bot
48,94.0,Bot
46,99.0,Bot
51,89.0,Bot
91,132.0,Bot
81,139.0,Bot
52,91.0,Bot
105,154.0,Bot
79,132.0,Bot
69,214.0,Bot
44,95.0,Bot
61,100.0,Bot
70,114.0,Bot
97,151.0,Bot
89,139.0,Bot
35,81.0,Bot
68,122.0,Bot
76,112.0,Bot
92,131.0,Bot
62,111.0,Bot
96,151.0,Bot
48,110.0,Bot
78,116.0,Bot
99,152.0,Bot
100,151.0,Bot
95,148.0,Bot
47,91.0,Bot
104,155.0,Bot
42,98.0,Bot
94,153.0,Bot
38,82.0,Bot
85,122.0,Bot
99,132.0,Bot
83,140.0,Bot
61,112.0,Bot
55,109.0,Bot
97,134.0,Bot
33,72.0,Bot
84,124.0,Bot
68,113.0,Bot
70,123.0,Bot
47,82.0,Bot
47,107.0,Bot
107,148.0,Bot
59,113.0,Bot
57,94.0,Bot
34,79.0,Bot
104,160.0,Bot
37,95.0,Bot
60,390.0,Bot
31,81.0,Bot
92,123.0,Bot
46,101.0,Bot
96,142.0,Bot
37,69.0,Bot
68,99.0,Bot
35,67.0,Bot
59,104.0,Bot
92,144.0,Bot
100,163.0,Bot
37,89.0,Bot
55,96.0,Bot
81,115.0,Bot
98,135.0,Bot
80,115.0,Bot
88,114.0,Bot
80,132.0,Bot
86,139.0,Bot
33,69.0,Bot
56,117.0,Bot
102,142.0,Bot
85,126.0,Bot
36,88.0,Bot
56,113.0,Bot
83,140.0,Bot
95,134.0,Bot
41,93.0,Bot
69,111.0,Bot
78,126.0,Bot
40,95.0,Bot
63,117.0,Bot
107,153.0,Bot
79,114.0,Bot
50,81.0,Bot
65,100.0,Bot
62,98.0,Bot
50,85.0,Bot
60,107.0,Bot
44,94.0,Bot
93,154.0,Bot
42,217.0,Bot
82,143.0,Bot
73,128.0,Bot
74,109.0,Bot
77,131.0,Bot
75,108.0,Bot
74,112.0,Bot
59,94.0,Bot
60,98.0,Bot
102,145.0,Bot
30,67.0,Bot
55,101.0,Bot
99,130.0,Bot
94,152.0,Bot
33,88.0,Bot
78,142.0,Bot
74,123.0,Bot
72,126.0,Bot
80,125.0,Bot
54,101.0,Bot
96,130.0,Bot
29,82.0,Bot
30,74.0,Bot
27,64.0,Bot
51,85.0,Bot
49,92.0,Bot
78,136.0,Bot
38,84.0,Bot
33,89.0,Bot
84,136.0,Bot
104,165.0,Bot
106,143.0,Bot
45,107.0,Bot
71,124.0,Bot
106,147.0,Bot
73,107.0,Bot
92,130.0,Bot
38,77.0,Bot
67,122.0,Bot
103,135.0,Bot
50,110.0,Bot
72,131.0,Bot
95,140.0,Bot
34,417.0,Bot
94,147.0,Bot
43,92.0,Bot
44,90.0,Bot
54,99.0,Bot
96,131.0,Bot
99,148.0,Bot
46,102.0,Bot
71,122.0,Bot
52,112.0,Bot
67,117.0,Bot
85,112.0,Bot
98,137.0,Bot
80,118.0,Bot
69,103.0,Bot
64,96.0,Bot
91,138.0,Bot
100,143.0,Bot
102,155.0,Bot
58,115.0,Bot
99,148.0,Bot
42,99.0,Bot
49,89.0,Bot
98,137.0,Bot
76,128.0,Bot
88,125.0,Bot
55,104.0,Bot
75,116.0,Bot
100,136.0,Bot
26,58.0,Bot
78,133.0,Bot
36,78.0,Bot
79,112.0,Bot
75,120.0,Bot
39,84.0,Bot
37,74.0,Bot
36,84.0,Bot
74,118.0,Bot
36,135.0,Bot
93,155.0,Bot
41,103.0,Bot
72,105.0,Bot
54,167.0,Bot
80,140.0,Bot
105,145.0,Bot
60,151.0,Bot
51,109.0,Bot
32,88.0,Bot
59,284.0,Bot
76,145.0,Bot
42,116.0,Bot
62,150.0,Bot
89,188.0,Bot
37,103.0,Bot
44,82.0,Bot
64,106.0,Bot
72,166.0,Bot
49,143.0,Bot
41,114.0,Bot
32,108.0,Bot
23,57.0,Bot
82,166.0,Bot
66,112.0,Bot
39,103.0,Bot
89,171.0,Bot
70,134.0,Bot
50,87.0,Bot
79,179.0,Bot
61,117.0,Bot
49,126.0,Bot
32,79.0,Bot
102,204.0,Bot
84,126.0,Bot
76,152.0,Bot
29,64.0,Bot
64,141.0,Bot
79,118.0,Bot
56,146.0,Bot
65,156.0,Bot
30,119.0,Bot
69,166.0,Bot
81,162.0,Bot
51,131.0,Bot
79,171.0,Bot
97,358.0,Bot
49,132.0,Bot
91,178.0,Bot
33,132.0,Bot
26,98.0,Bot
72,113.0,Bot
100,157.0,Bot
79,163.0,Bot
82,156.0,Bot
76,156.0,Bot
101,187.0,Bot
76,112.0,Bot
98,174.0,Bot
54,118.0,Bot
63,161.0,Bot
94,128.0,Bot
60,120.0,Bot
58,158.0,Bot
88,155.0,Bot
100,130.0,Bot
58,146.0,Bot
101,148.0,Bot
73,113.0,Bot
86,180.0,Bot
44,98.0,Bot
61,166.0,Bot
103,142.0,Bot
40,100.0,Bot
90,157.0,Bot
84,188.0,Bot
34,127.0,Bot
75,158.0,Bot
51,85.0,Bot
32,109.0,Bot
49,452.0,Bot
75,160.0,Bot
59,131.0,Bot
71,145.0,Bot
46,97.0,Bot
32,128.0,Bot
47,145.0,Bot
41,149.0,Bot
54,163.0,Bot
28,134.0,Bot
73,166.0,Bot
69,123.0,Bot
47,155.0,Bot
96,161.0,Bot
89,190.0,Bot
46,144.0,Bot
60,166.0,Bot
87,193.0,Bot
36,93.0,Bot
40,88.0,Bot
42,83.0,Bot
58,168.0,Bot
85,161.0,Bot
72,152.0,Bot
62,103.0,Bot
59,171.0,Bot
77,140.0,Bot
78,148.0,Bot
71,135.0,Bot
28,126.0,Bot
53,143.0,Bot
77,169.0,Bot
50,411.0,Bot
90,122.0,Bot
88,177.0,Bot
66,121.0,Bot
63,162.0,Bot
29,77.0,Bot
81,126.0,Bot
33,102.0,Bot
100,141.0,Bot
53,85.0,Bot
95,196.0,Bot
29,91.0,Bot
39,132.0,Bot
35,132.0,Bot
75,181.0,Bot
105,175.0,Bot
62,154.0,Bot
28,80.0,Bot
49,84.0,Bot
73,180.0,Bot
107,194.0,Bot
80,164.0,Bot
63,112.0,Bot
33,90.0,Bot
49,159.0,Bot
99,207.0,Bot
100,177.0,Bot
86,163.0,Bot
30,58.0,Bot
63,108.0,Bot
46,142.0,Bot
44,114.0,Bot
51,149.0,Bot
70,102.0,Bot
29,81.0,Bot
93,525.0,Bot
33,108.0,Bot
78,179.0,Bot
80,176.0,Bot
90,142.0,Bot
40,88.0,Bot
76,166.0,Bot
66,152.0,Bot
41,86.0,Bot
101,194.0,Bot
60,97.0,Bot
92,157.0,Bot
41,124.0,Bot
33,136.0,Bot
90,140.0,Bot
39,105.0,Bot
66,148.0,Bot
101,172.0,Bot
92,171.0,Bot
70,107.0,Bot
49,109.0,Bot
47,123.0,Bot
42,103.0,Bot
29,79.0,Bot
72,117.0,Bot
99,134.0,Bot
39,141.0,Bot
73,172.0,Bot
46,132.0,Bot
85,121.0,Bot
100,164.0,Bot
50,126.0,Bot
58,159.0,Bot
82,113.0,Bot
61,575.0,Bot
28,116.0,Bot
85,119.0,Bot
67,142.0,Bot
100,145.0,Bot
77,151.0,Bot
65,136.0,Bot
53,121.0,Bot
60,134.0,Bot
82,186.0,Bot
72,146.0,Bot
37,122.0,Bot
72,115.0,Bot
41,85.0,Bot
77,182.0,Bot
59,109.0,Bot
56,138.0,Bot
68,156.0,Bot
90,150.0,Bot
32,67.0,Bot
77,145.0,Bot
100,142.0,Bot
93,196.0,Bot
104,213.0,Bot
27,96.0,Bot
52,155.0,Bot
68,111.0,Bot
31,126.0,Bot
29,78.0,Bot
28,131.0,Bot
69,128.0,Bot
96,146.0,Bot
43,133.0,Bot
92,167.0,Bot
64,298.0,Bot
66,183.0,Bot
127,330.0,Bot
133,399.0,Bot
129,322.0,Bot
124,364.0,Bot
75,595.0,Bot
80,263.0,Bot
92,364.0,Bot
86,215.0,Bot
59,237.0,Bot
82,390.0,Bot
134,366.0,Bot
121,238.0,Bot
96,270.0,Bot
142,397.0,Bot
116,383.0,Bot
99,232.0,Bot
152,305.0,Bot
138,308.0,Bot
136,419.0,Bot
147,868.0,Bot
79,229.0,Bot
102,358.0,Bot
138,297.0,Bot
85,364.0,Bot
86,255.0,Bot
148,396.0,Bot
147,380.0,Bot
106,234.0,Bot
99,313.0,Bot
132,435.0,Bot
80,223.0,Bot
154,297.0,Bot
117,324.0,Bot
119,327.0,Bot
96,274.0,Bot
70,207.0,Bot
148,299.0,Bot
110,331.0,Bot
118,385.0,Bot
109,401.0,Bot
98,370.0,Bot
75,189.0,Bot
98,230.0,Bot
78,315.0,Bot
108,323.0,Bot
146,335.0,Bot
62,372.0,Bot
140,281.0,Bot
134,428.0,Bot
84,729.0,Bot
106,327.0,Bot
69,333.0,Bot
112,275.0,Bot
81,288.0,Bot
92,289.0,Bot
88,201.0,Bot
152,399.0,Bot
117,229.0,Bot
121,238.0,Bot
126,312.0,Bot
92,215.0,Bot
105,345.0,Bot
127,247.0,Bot
94,290.0,Bot
115,307.0,Bot
121,268.0,Bot
121,305.0,Bot
70,271.0,Bot
72,214.0,Bot
85,368.0,Bot
64,251.0,Bot
60,193.0,Bot
60,230.0,Bot
75,192.0,Bot
121,412.0,Bot
147,424.0,Bot
73,333.0,Bot
68,186.0,Bot
74,325.0,Bot
139,263.0,Bot
106,342.0,Bot
99,349.0,Bot
86,381.0,Bot
89,301.0,Bot
92,325.0,Bot
75,297.0,Bot
148,314.0,Bot
84,274.0,Bot
149,288.0,Bot
79,371.0,Bot
109,330.0,Bot
146,398.0,Bot
96,216.0,Bot
128,358.0,Bot
83,244.0,Bot
77,206.0,Bot
98,386.0,Bot
111,355.0,Bot
70,230.0,Bot
81,293.0,Bot
103,312.0,Bot
147,279.0,Bot
76,188.0,Bot
148,450.0,Bot
124,428.0,Bot
65,345.0,Bot
136,284.0,Bot
64,248.0,Bot
128,401.0,Bot
101,265.0,Bot
137,335.0,Bot
128,250.0,Bot
109,239.0,Bot
138,764.0,Bot
111,249.0,Bot
148,394.0,Bot
122,391.0,Bot
107,387.0,Bot
94,211.0,Bot
144,450.0,Bot
130,300.0,Bot
119,391.0,Bot
148,385.0,Bot
78,248.0,Bot
133,322.0,Bot
150,383.0,Bot
69,241.0,Bot
102,355.0,Bot
111,259.0,Bot
94,303.0,Bot
137,287.0,Bot
76,212.0,Bot
69,201.0,Bot
92,318.0,Bot
142,284.0,Bot
74,354.0,Bot
147,267.0,Bot
122,305.0,Bot
81,211.0,Bot
122,419.0,Bot
135,336.0,Bot
135,347.0,Bot
61,236.0,Bot
108,314.0,Bot
76,519.0,Bot
104,357.0,Bot
151,368.0,Bot
110,337.0,Bot
71,190.0,Bot
128,305.0,Bot
134,273.0,Bot
94,349.0,Bot
156,409.0,Bot
134,357.0,Bot
85,254.0,Bot
157,391.0,Bot
105,394.0,Bot
149,371.0,Bot
125,394.0,Bot
124,403.0,Bot
125,376.0,Bot
60,302.0,Bot
78,267.0,Bot
72,325.0,Bot
175,338.0,Bot
91,292.0,Bot
163,403.0,Bot
87,351.0,Bot
116,393.0,Bot
174,366.0,Bot
86,329.0,Bot
96,351.0,Bot
135,423.0,Bot
93,384.0,Bot
110,335.0,Bot
133,353.0,Bot
75,288.0,Bot
119,285.0,Bot
177,763.0,Bot
164,362.0,Bot
136,385.0,Bot
179,456.0,Bot
157,457.0,Bot
89,254.0,Bot
177,359.0,Bot
153,416.0,Bot
132,323.0,Bot
128,349.0,Bot
146,367.0,Bot
184,490.0,Bot
145,696.0,Bot
123,333.0,Bot
106,309.0,Bot
69,283.0,Bot
148,322.0,Bot
131,359.0,Bot
175,383.0,Bot
139,306.0,Bot
67,367.0,Bot
131,397.0,Bot
88,284.0,Bot
102,308.0,Bot
127,433.0,Bot
120,335.0,Bot
86,626.0,Bot
125,336.0,Bot
124,315.0,Bot
81,329.0,Bot
118,348.0,Bot
141,365.0,Bot
60,354.0,Bot
74,354.0,Bot
128,296.0,Bot
63,261.0,Bot
114,362.0,Bot
162,380.0,Bot
116,296.0,Bot
64,241.0,Bot
166,473.0,Bot
74,331.0,Bot
136,338.0,Bot
119,289.0,Bot
161,382.0,Bot
166,428.0,Bot
97,350.0,Bot
111,414.0,Bot
81,340.0,Bot
69,372.0,Bot
112,298.0,Bot
107,305.0,Bot
140,313.0,Bot
167,436.0,Bot
91,329.0,Bot
125,374.0,Bot
91,312.0,Bot
63,319.0,Bot
74,287.0,Bot
154,404.0,Bot
156,447.0,Bot
112,291.0,Bot
137,425.0,Bot
79,274.0,Bot
186,376.0,Bot
57,259.0,Bot
184,484.0,Bot
64,359.0,Bot
98,324.0,Bot
184,469.0,Bot
123,285.0,Bot
151,419.0,Bot
153,405.0,Bot
117,316.0,Bot
174,378.0,Bot
124,305.0,Bot
149,454.0,Bot
66,326.0,Bot
172,384.0,Bot
52,319.0,Bot
91,337.0,Bot
153,445.0,Bot
138,408.0,Bot
58,280.0,Bot
66,299.0,Bot
145,413.0,Bot
116,349.0,Bot
134,325.0,Bot
105,348.0,Bot
88,267.0,Bot
160,342.0,Bot
60,232.0,Bot
179,419.0,Bot
105,376.0,Bot
147,313.0,Bot
178,376.0,Bot
169,1129.0,Bot
124,393.0,Bot
76,362.0,Bot
111,371.0,Bot
180,414.0,Bot
162,349.0,Bot
88,289.0,Bot
115,367.0,Bot
160,462.0,Bot
102,308.0,Bot
151,378.0,Bot
142,672.0,Bot
126,307.0,Bot
110,287.0,Bot
101,364.0,Bot
93,379.0,Bot
83,288.0,Bot
67,273.0,Bot
58,360.0,Bot
145,317.0,Bot
109,295.0,Bot
179,456.0,Bot
168,335.0,Bot
97,337.0,Bot
99,365.0,Bot
187,428.0,Bot
96,521.0,Bot
237,402.0,Bot
230,640.0,Bot
96,706.0,Bot
91,397.0,Bot
56,500.0,Bot
208,685.0,Bot
118,394.0,Bot
213,612.0,Bot
128,512.0,Bot
112,285.0,Bot
67,365.0,Bot
247,734.0,Bot
227,719.0,Bot
128,608.0,Bot
158,516.0,Bot
172,321.0,Bot
221,720.0,Bot
155,608.0,Bot
118,569.0,Bot
166,594.0,Bot
195,540.0,Bot
99,319.0,Bot
80,558.0,Bot
94,575.0,Bot
190,580.0,Bot
155,474.0,Bot
193,381.0,Bot
158,298.0,Bot
63,461.0,Bot
244,421.0,Bot
148,569.0,Bot
189,606.0,Bot
256,523.0,Bot
56,475.0,Bot
244,682.0,Bot
194,704.0,Bot
231,479.0,Bot
236,423.0,Bot
201,476.0,Bot
202,547.0,Bot
203,537.0,Bot
96,523.0,Bot
125,405.0,Bot
129,264.0,Bot
176,569.0,Bot
72,420.0,Bot
217,722.0,Bot
177,391.0,Bot
205,540.0,Bot
144,368.0,Bot
182,448.0,Bot
215,496.0,Bot
63,517.0,Bot
163,567.0,Bot
180,434.0,Bot
84,523.0,Bot
166,620.0,Bot
72,347.0,Bot
248,715.0,Bot
128,372.0,Bot
113,520.0,Bot
151,359.0,Bot
193,542.0,Bot
255,527.0,Bot
103,335.0,Bot
196,417.0,Bot
102,377.0,Bot
155,648.0,Bot
128,379.0,Bot
167,479.0,Bot
255,517.0,Bot
98,708.0,Bot
127,566.0,Bot
103,470.0,Bot
256,424.0,Bot
103,302.0,Bot
77,506.0,Bot
224,702.0,Bot
207,622.0,Bot
158,633.0,Bot
84,514.0,Bot
56,555.0,Bot
73,350.0,Bot
195,520.0,Bot
176,513.0,Bot
87,575.0,Bot
231,653.0,Bot
162,338.0,Bot
65,229.0,Bot
200,480.0,Bot
177,667.0,Bot
62,369.0,Bot
198,692.0,Bot
167,305.0,Bot
196,370.0,Bot
217,405.0,Bot
182,376.0,Bot
183,420.0,Bot
175,393.0,Bot
155,606.0,Bot
91,440.0,Bot
45,177.0,Bot
50,139.0,Bot
49,161.0,Bot
50,140.0,Bot
71,157.0,Bot
68,167.0,Bot
38,133.0,Bot
48,146.0,Bot
50,144.0,Bot
72,161.0,Bot
38,137.0,Bot
39,144.0,Bot
60,144.0,Bot
70,313.0,Bot
41,133.0,Bot
51,144.0,Bot
73,170.0,Bot
52,161.0,Bot
43,133.0,Bot
50,143.0,Bot
45,151.0,Bot
56,148.0,Bot
44,127.0,Bot
54,150.0,Bot
43,150.0,Bot
60,147.0,Bot
41,133.0,Bot
51,142.0,Bot
57,162.0,Bot
42,148.0,Bot
52,145.0,Bot
72,157.0,Bot
56,161.0,Bot
54,165.0,Bot
65,166.0,Bot
68,152.0,Bot
42,152.0,Bot
47,150.0,Bot
40,129.0,Bot
74,166.0,Bot
69,152.0,Bot
51,145.0,Bot
51,150.0,Bot
38,124.0,Bot
59,149.0,Bot
46,127.0,Bot
62,454.0,Bot
54,150.0,Bot
41,142.0,Bot
58,162.0,Bot
72,172.0,Bot
70,151.0,Bot
41,149.0,Bot
53,141.0,Bot
66,166.0,Bot
39,140.0,Bot
42,141.0,Bot
48,142.0,Bot
59,153.0,Bot
52,145.0,Bot
43,132.0,Bot
51,157.0,Bot
43,129.0,Bot
56,155.0,Bot
41,126.0,Bot
71,181.0,Bot
74,168.0,Bot
44,153.0,Bot
36,125.0,Bot
54,164.0,Bot
57,158.0,Bot
55,165.0,Bot
63,147.0,Bot
54,160.0,Bot
75,176.0,Bot
39,149.0,Bot
65,155.0,Bot
44,281.0,Bot
42,132.0,Bot
63,155.0,Bot
46,131.0,Bot
45,139.0,Bot
48,126.0,Bot
57,140.0,Bot
44,152.0,Bot
70,153.0,Bot
39,135.0,Bot
57,152.0,Bot
39,122.0,Bot
70,167.0,Bot
53,149.0,Bot
56,142.0,Bot
51,138.0,Bot
59,158.0,Bot
75,161.0,Bot
52,155.0,Bot
55,146.0,Bot
52,147.0,Bot
63,143.0,Bot
39,138.0,Bot
68,157.0,Bot
40,147.0,Bot
59,144.0,Bot
75,160.0,Bot
38,130.0,Bot
64,150.0,Bot
45,134.0,Bot
56,148.0,Bot
46,130.0,Bot
44,134.0,Bot
52,528.0,Bot
59,171.0,Bot
42,141.0,Bot
69,154.0,Bot
52,142.0,Bot
41,138.0,Bot
76,182.0,Bot
51,154.0,Bot
60,156.0,Bot
38,150.0,Bot
76,168.0,Bot
64,149.0,Bot
66,157.0,Bot
43,147.0,Bot
36,140.0,Bot
71,179.0,Bot
47,144.0,Bot
57,157.0,Bot
57,162.0,Bot
73,155.0,Bot
40,140.0,Bot
63,171.0,Bot
67,164.0,Bot
38,145.0,Bot
56,146.0,Bot
38,125.0,Bot
64,146.0,Bot
57,141.0,Bot
45,140.0,Bot
70,172.0,Bot
58,308.0,Bot
45,153.0,Bot
59,157.0,Bot
66,152.0,Bot
53,162.0,Bot
61,168.0,Bot
34,128.0,Bot
60,167.0,Bot
49,143.0,Bot
63,171.0,Bot
48,143.0,Bot
58,139.0,Bot
59,155.0,Bot
66,149.0,Bot
45,139.0,Bot
65,141.0,Bot
61,169.0,Bot
70,154.0,Bot
64,164.0,Bot
62,166.0,Bot
73,154.0,Bot
41,135.0,Bot
41,151.0,Bot
75,167.0,Bot
74,160.0,Bot
37,146.0,Bot
68,175.0,Bot
42,152.0,Bot
75,175.0,Bot
58,153.0,Bot
65,158.0,Bot
73,157.0,Bot
75,323.0,Bot
40,126.0,Bot
46,139.0,Bot
68,161.0,Bot
49,133.0,Bot
70,167.0,Bot
55,152.0,Bot
63,158.0,Bot
40,131.0,Bot
55,147.0,Bot
68,167.0,Bot
39,146.0,Bot
52,151.0,Bot
63,151.0,Bot
35,135.0,Bot
45,151.0,Bot
35,124.0,Bot
51,151.0,Bot
60,145.0,Bot
65,149.0,Bot
52,140.0,Bot
41,123.0,Bot
66,166.0,Bot
36,146.0,Bot
61,152.0,Bot
73,154.0,Bot
