"id","user_id","time","distance","startX","startY","endX","endY","duration","gradient","variance"
136,2,1676932914610,129.62682,1051,112,1174,74,136,0.38183498,0.1169046
137,2,1676932917042,27.591831,1167,99,1155,119,1008,1.5294118,0.71972317
138,2,1676932918555,34.98354,1154,117,1145,87,245,2.8333333,1.3333334
139,2,1676932919210,12.812559,1144,84,1140,72,115,2.25,0.6875
140,2,1676932920265,23.219822,769,326,752,342,64,0.88095236,0.037414964
141,2,1676932919561,458.2275,1138,72,769,325,696,0.707634,0.21046004
142,2,1676932920794,0,750,341,750,341,0,0,NULL
143,2,1676932925457,28.471573,747,334,769,317,135,0.93333334,NULL
144,2,1676932935999,158.8595,753,410,790,548,284,2.6737156,3.4216733
145,2,1676932936497,18.658274,789,549,777,531,69,1.5,0.125
146,2,1676932937232,394.38135,776,527,596,277,915,2.3666663,15.025994
147,2,1676932940782,907.30786,1017,151,125,308,181,0.2687612,NULL
148,2,1676932996405,926.18866,193,3,950,1,434,0.36970237,0.09592758
149,2,1676932997090,23.682224,1098,4,1148,18,83,0.15506756,0.02605677
150,2,1676933039794,2.236068,584,598,583,596,21,2,0
151,2,1676933066830,365.31006,577,600,661,727,287,2.532568,7.130863
152,2,1676933067270,10.472136,661,729,662,741,40,2,0
153,2,1676933068381,472.35333,563,737,167,505,265,1.126082,NULL
154,2,1676933068013,116.44916,669,756,560,742,101,0.64408344,0.63717043
155,2,1676933102238,870.243,512,3,144,533,500,1.5494115,NULL
156,2,1676960336150,8.414213,795,4,796,9,104,1,0
157,2,1676960341448,34.21052,810,12,835,21,143,0.22965369,0.072289035
158,2,1676960341596,20.596256,832,21,824,4,648,1.0833334,1.0347222
159,2,1676960343942,3,823,4,820,4,249,0,0
160,2,1676960353185,5.4142137,820,4,816,1,232,0.33333334,NULL
161,2,1676960336150,8.414213,795,4,796,9,104,1,0
162,2,1676960341448,34.21052,810,12,835,21,143,0.22965369,0.072289035
163,2,1676960341596,18.182043,832,21,825,5,634,1.1,NULL
164,2,1676960368806,14,338,130,330,128,2447,0.3880776,0.063578226
165,2,1676960371301,316.88187,334,128,595,315,185,0.8153439,0.38728738
166,2,1676960371677,20.472136,599,317,619,319,59,0.3,0.16
167,2,1676960374332,297.1196,860,329,678,553,175,1.2168846,0.052960195
168,2,1676960374775,292.7909,672,548,418,694,583,0.7206683,0.23199733
169,2,1676960375495,147.32413,418,694,456,555,313,2.0324917,1.1189675
170,2,1676960378205,474.6349,525,537,253,177,646,1.1644212,0.5482695
171,2,1676960381738,31.963305,699,125,704,152,154,0.52161974,1.6278446
172,2,1676960381901,387.97015,704,156,751,532,504,4.916905,13.766827
173,2,1676960383598,496.71548,486,133,981,98,117,1.2089182,NULL
174,2,1676960390121,254.21436,1086,234,1149,466,184,2.3992348,5.0607753
175,2,1676960390378,204.43126,1150,460,1168,258,206,4.4383335,9.267391
176,2,1676960396627,121.30879,712,519,643,595,312,1.074074,0.18741426
177,2,1676960426469,134.48335,803,591,899,669,62,0.90923893,0.20216607
178,2,1676960426685,34.271515,899,676,902,708,55,1.75,0.5625
179,2,1676960427829,154.71413,849,742,819,594,197,2.115432,14.688188
180,2,1676960428092,722.1267,819,593,729,6,263,4.0719137,10.171867
181,2,1676960433621,175.5253,627,25,749,179,85,1.0598199,NULL
182,2,1676960435056,465.12283,508,296,185,189,300,1.3061233,NULL
183,2,1676960434753,163.78868,467,149,507,298,236,2.5489583,3.4625163
184,2,1676960434056,294.00616,757,216,474,150,115,0.26459688,0.010764192
185,2,1676960683777,569.11926,532,48,125,426,314,1.4732832,NULL
186,2,1676960686519,920.6914,398,6,1299,26,466,0.28045222,0.08570532
187,2,1676960687186,16.27936,1298,26,1277,35,30,0.3,0.045
188,2,1676960688770,180.86966,1215,114,1050,183,216,0.9846838,0.23939389
189,2,1676960688994,406.55124,1049,183,669,335,279,0.35867652,0.02625644
190,2,1676960689369,12.727922,669,335,659,346,64,1,0
191,2,1676960694785,14.950845,649,354,653,363,47,1.25,0.1875
192,2,1676960697379,116.61516,666,397,696,470,545,1.5883334,2.0806
193,2,1676960698074,30.877054,696,471,702,499,128,1.6666666,0.5555556
194,2,1676960699267,268.5921,677,447,645,275,49,4.510714,5.546773
195,2,1676960700470,452.33188,562,232,110,291,316,0.16150182,NULL
196,3,1676939391125,0,880,25,880,25,0,0.6564103,NULL
197,3,1676939403263,46.091045,655,220,684,193,195,0.6125,0.12921876
198,3,1676939404441,383.66626,685,193,1025,62,1965,0.12881023,0.03318415
199,3,1676939402759,889.2477,1516,11,656,220,365,0.30739954,0.041548684
200,3,1676939406414,203.56201,1008,71,798,121,131,0.24050829,0.014861496
201,3,1676939406606,30.08351,797,121,768,129,112,0.2736111,0.111919366
202,3,1676939406838,258.27222,769,129,1022,82,193,0.26384556,0.06257034
203,3,1676939407342,93.21779,1023,82,942,125,192,0.46800965,0.14493227
204,3,1676939407646,130.89265,942,124,1036,93,96,0.3289877,0.03828797
205,3,1676939408919,0,716,129,716,129,0,0.06603613,NULL
206,3,1676939415808,128.45306,348,112,225,129,462,0.1565735,0.06617844
207,3,1676939415470,37.47871,383,110,349,111,264,0.11904762,0.09297052
208,3,1676939414975,34.54299,355,127,383,111,199,0.12690061,0.029492896
209,3,1676939416342,41.62417,224,129,182,124,112,0.08214286,0.01496268
210,3,1676939417358,8,178,127,185,127,128,0.037037037,0.010973937
211,3,1676939417622,24.064495,186,127,205,120,656,0.15625,0.11621094
212,3,1676939418406,3.4142137,206,120,209,118,64,0.33333334,NULL
213,3,1676939467847,192.26541,362,22,337,208,55,11.435715,172.03194
214,3,1676939467935,40.204308,336,208,304,173,55,0.96428573,0.32908162
215,3,1676939468870,116.56062,287,145,171,148,288,0.335034,NULL
216,3,1676939476730,71.69522,174,146,244,138,136,0.06359788,0.0070555652
217,3,1676939477794,190.9435,245,138,332,309,128,1.7115327,0.84421974
218,3,1676939483130,7.4142137,314,292,312,291,48,0.6666667,0.22222222
219,3,1676939483675,64.09268,324,223,296,172,424,1.609375,1.3044434
220,3,1676939483482,61.78217,312,286,324,225,120,2.9333334,1.84
221,3,1676939485458,268.21198,284,150,25,113,97,0.6656863,0.6396646
222,3,1676939487627,20.077686,280,214,275,231,63,0.52527374,0.34653023
223,3,1676939487722,72.92631,274,231,219,189,168,0.7443783,0.4084958
224,3,1676939488034,41.40439,219,188,233,153,168,1.6363636,0.7768595
225,3,1676939488570,16.414213,233,141,232,156,128,1.5,0.25
226,3,1676939488242,13.236068,234,151,234,139,112,2,0
227,3,1676939488811,47.4228,230,156,180,142,119,0.42783883,0.13962968
228,3,1676939492826,20.585947,578,351,596,346,88,0.820306,0.24273829
229,3,1676939496010,536.53827,593,247,896,1,80,0.8660442,0.04061883
230,3,1676939496482,12.414213,1037,30,1026,32,64,0.17223911,0.11923393
231,3,1676939495314,56.821777,625,211,592,249,80,0.63602483,0.481077
232,3,1676939496738,3,1017,30,1015,30,104,0.14285715,0.12244898
233,3,1676939498986,71.56171,668,153,742,165,176,0.22647059,NULL
234,3,1676939498618,361.29553,1003,45,664,153,208,0.48437256,0.23671515
235,3,1676939502762,37.23067,970,180,1003,193,137,0.5222222,0.7217284
236,3,1676939502410,503.87003,538,427,968,174,152,0.53766614,0.045743003
237,3,1676939502202,40.50688,534,473,536,429,120,2.8333333,0.3888889
238,3,1676939501834,7,534,480,534,474,152,-1.0,-1.0
239,3,1676939506227,34.686073,921,63,894,76,295,1.1841807,1.1750888
240,3,1676939506650,45.60887,893,77,868,110,272,1.2058823,0.8546713
241,3,1676939506978,10.236068,867,111,864,121,82,1,0.6666667
242,3,1676939508658,53.007267,863,128,885,85,288,1.6309524,0.80626416
243,3,1676939509154,9,886,83,887,72,64,2,NULL
244,3,1676939512519,225.5805,588,504,408,372,363,0.6668674,0.0828499
245,3,1676939512994,41.103577,408,371,396,333,88,2.7222223,2.1728394
246,3,1676939511554,490.92694,860,165,589,501,624,1.8113369,2.7550807
247,3,1676939513266,4,396,331,395,328,3712,-1.0,-1.0
248,3,1676939517602,192.12155,336,394,268,572,328,2.5260417,3.5926378
249,3,1676939517146,77.33416,393,328,336,392,80,0.99333334,0.28595555
250,3,1676939518058,423.18326,271,572,512,260,232,1.8606957,10.233189
251,3,1676939518818,5.8284273,500,224,498,221,96,1.6,0.84
252,3,1676939518922,14.064495,500,221,514,217,96,0.4,NULL
253,3,1676939526554,737.3039,499,77,1039,239,528,1.5828719,5.578254
254,3,1676939527122,57.831417,1040,241,1004,285,168,1.2361112,0.4060571
255,3,1676939527323,7,1004,287,1004,294,175,-1.0,-1.0
256,3,1676939528867,61.857388,1000,191,940,190,136,1.5844828,NULL
257,3,1676939531426,637.2391,805,132,334,4,189,0.5855832,0.6748279
258,3,1676939532959,429.58203,492,280,918,262,232,1.4172947,2.4470744
259,3,1676939533311,74.96646,918,264,982,293,248,0.4025,0.10000764
260,3,1676939534487,277.79083,858,265,590,225,464,0.19105834,0.14397386
261,3,1676939535591,75.04489,586,258,517,276,201,0.3015873,0.1983812
262,3,1676939536247,474.71146,505,273,970,230,216,0.09993142,0.03575796
263,3,1676939536791,20.236069,881,217,879,202,304,0.19140212,0.038980152
264,3,1676939537479,20.823029,509,157,498,175,81,1.5625,0.96484375
265,3,1676939537103,365.16028,875,202,509,156,160,0.13141705,0.017987264
266,3,1676939537769,173.1446,493,177,456,23,462,1.3471342,NULL
267,3,1676939543007,5.6055512,636,292,636,294,16,2.4085004,1.7243005
268,3,1676939543407,129.99352,639,299,519,269,320,0.2899614,0.19163729
269,3,1676939544360,99.47379,505,269,597,298,184,0.21237001,0.08606843
270,3,1676939545007,10.071068,604,296,611,292,64,0.4,0.24
271,3,1676939545623,6.8284273,618,275,620,270,40,1.2,0.96
272,3,1676939546439,406.31174,636,245,952,2,160,0.84705096,0.15173994
273,3,1676939551807,9.828427,667,81,665,72,808,0.6666667,0.22222222
274,3,1676939551623,6.2426405,672,84,668,81,72,0.75,0.1875
275,3,1676939552871,8.236068,665,71,664,65,288,0,0
276,3,1676939553471,6.2426405,663,63,660,58,232,1.25,0.1875
277,3,1676939554039,0,660,57,660,56,536,-1.0,NULL
278,3,1676939563144,272.52493,547,5,766,157,239,0.97324526,0.28616944
279,3,1676939564223,108.99403,785,170,858,93,128,0.9819876,0.29723445
280,3,1676939565359,127.613945,856,73,847,197,320,3.7857144,6.8469386
281,3,1676939566215,499.13672,845,202,480,487,304,1.1366527,1.1696134
282,3,1676939607127,145.93156,423,605,370,476,48,1.5385715,0.5491041
283,3,1676939607759,247.29492,384,270,339,510,168,6.2856107,71.08998
284,3,1676939607991,3.4142137,339,511,342,510,24,0.5,0.25
285,3,1676939609127,271.82034,389,585,640,485,120,0.8178861,NULL
286,3,1676939609023,6.064495,386,590,387,587,96,1.9642857,1.8221372
287,3,1676939613415,109.92233,808,99,716,19,80,1.3884054,NULL
288,3,1676939613184,60.523277,768,141,809,101,119,1.029293,0.29289052
289,3,1676939622407,11.414213,860,165,858,177,64,1,0
290,3,1676939621903,3,872,132,872,135,288,-1.0,-1.0
291,3,1676939621431,89.06734,900,52,872,131,424,1.6521739,0.5094518
292,3,1676939622199,32.57008,872,136,860,164,200,1.7,1.81
293,3,1676939622767,24.355762,854,177,840,155,152,1.25,0.6625
294,3,1676939624159,64.39959,839,152,874,103,128,1.0116667,0.18650278
295,3,1676939622519,8.472136,857,177,856,181,48,0,0
296,3,1676939624319,56.168015,875,103,924,81,144,0.4715686,0.075711265
297,3,1676939624543,199.98982,922,84,732,151,152,0.50377566,0.14014041
298,3,1676939624815,209.75256,731,151,924,81,192,0.35432208,0.15579043
299,3,1676939625063,36.433125,925,81,959,66,136,0.375,0.12276786
300,3,1676939626295,123.194336,879,172,772,221,408,1.2195646,2.2055187
301,3,1676939633151,5.4142137,497,214,499,217,32,0.5,0.25
302,3,1676939633231,102.09572,499,218,468,123,272,3.5972223,2.7845292
303,3,1676939637167,51.303444,216,125,168,121,288,0.0875,0.03296875
304,3,1676939636271,114,330,125,217,125,680,0.4224882,1.5046247
305,4,1676966602999,427.8844,620,97,754,486,148,2.467366,1.7618357
306,4,1676966603516,153.59491,744,477,594,389,248,0.5615029,0.058472328
307,4,1676966603873,298.88507,594,389,656,99,1363,5.5623612,NULL
308,4,1676966619698,1743.4672,201,266,1449,40,69,0.8764066,0.35320365
309,4,1676966617268,457.8282,656,299,220,320,489,0.29578575,0.03070361
310,4,1676966620971,1396.6001,1600,533,231,679,145,1.2054917,1.4093843
311,4,1676966624471,440.66568,184,345,507,55,330,3.0948224,NULL
312,4,1676966627637,97.86087,790,59,778,142,245,5.233333,7.417778
313,4,1676966629613,614.97,1019,378,354,290,145,0.12382163,0.0015116977
314,4,1676966628158,286.50162,789,150,1027,377,220,1.2463057,0.45471635
315,4,1676966633204,3.4142137,192,320,193,323,77,0.22858496,0.057279494
316,4,1676966639632,159.09053,534,423,528,286,130,2.9140544,6.862827
317,4,1676966646321,699.3042,532,358,1144,657,111,1.2460393,NULL
318,4,1676966649918,709.08044,1111,611,1547,114,127,0.8731964,0.87511265
319,4,1676966650318,506.3229,1555,116,1376,493,218,1.5540285,1.1699878
320,4,1676966655267,44.095757,1382,68,1391,26,302,2.8333333,2.7777777
321,4,1676966654889,606.92975,908,444,1381,70,138,0.4258768,0.12489419
322,4,1676966661865,46.002876,1369,50,1364,56,1056,1.4,0
323,4,1676966661181,146.89282,1361,196,1369,50,476,4.352941,20.228374
324,4,1676966662939,293.7859,1342,85,1087,292,198,0.8165388,0.0534587
325,4,1676966663376,341.3543,1073,304,759,543,137,0.6284083,0.05822835
326,4,1676966682214,251.00584,779,594,791,369,100,16.6,149.74
327,4,1676966682700,154.26604,787,344,744,158,111,3.6083791,2.18521
328,4,1676966683423,209.31635,790,605,912,770,488,1.5675141,1.5527755
329,4,1676966683019,459.2127,761,168,780,594,159,6.1784573,103.758766
330,4,1676966688937,651.8391,897,740,952,181,28,3.4546783,16.479883
331,4,1676966689322,262.80753,949,91,651,114,118,5.903528,117.96115
332,4,1676966687146,246.87563,804,516,885,745,216,4.6182413,7.4158497
333,4,1676966718808,300.69327,1038,423,735,428,249,0.13388887,0.019684821
334,4,1676966722643,381.71292,727,439,495,777,260,1.6455878,NULL
335,4,1676966717203,249.29918,1139,412,1375,432,147,0.12630579,0.01079896
336,4,1676966717971,305.4225,1363,434,1048,419,191,0.20598733,0.07932279
337,4,1676966730845,52.94571,1180,109,1201,144,504,0.82222223,0.46212962
338,4,1676966731358,122.06112,1201,144,1323,137,370,0.08317744,0.0431129
339,4,1676966730101,822.11664,510,752,976,91,159,1.5800254,0.07152134
340,4,1676966730564,171.99873,987,92,1180,109,138,0.30718505,0.08941914
341,4,1676966731873,70.422485,1323,137,1355,198,316,1.84375,NULL
342,4,1676966783502,298.85184,1360,183,1262,10,467,2.299497,2.6035323
343,4,1676966784013,13.6430235,1204,22,1195,10,248,1.8606322,NULL
344,4,1676966789110,1448.8318,248,534,597,874,2257,0.34208092,NULL
345,2,1677155021699,491.21823,1105,223,823,620,983,1.0987736,0.55393976
346,2,1677155023291,683.1075,824,619,1159,55,417,1.5661461,0.9064312
347,2,1677155026347,157.92424,773,151,616,143,120,0.21937485,NULL
348,2,1677155028051,309.65277,975,144,1214,49,584,0.37701592,0.115712106
349,2,1677155032442,137.50137,1210,55,1113,148,300,0.4991623,0.42790148
350,2,1677155033122,53.69217,1112,149,1100,200,336,2.351852,1.4718792
351,2,1677155035241,17.26241,589,519,576,508,40,0.76378125,NULL
352,2,1677155037446,76.53033,577,509,563,564,518,1.4038461,0.75036985
353,2,1677155077950,180.38213,545,589,507,502,176,1.199495,3.6371744
354,2,1677155080653,171.76562,1202,41,1064,138,144,0.76088643,0.2365949
355,2,1677155079294,916.34515,743,756,1220,14,633,1.0612133,4.0419607
356,2,1677155081593,17.076117,1080,120,1087,106,36,1.4571428,0.73324263
357,2,1677155082487,6,562,387,562,382,26,1.0543333,1.4545556
358,2,1677155086511,5,564,353,564,358,45,1,NULL
359,5,1677155087908,98.44516,553,423,570,503,266,1.922865,7.681628
360,5,1677155092905,97.0992,1156,69,1149,163,299,2.0459144,2.1150644
361,5,1677155093665,114.65452,1145,173,1149,62,313,3.8846154,7.817883
362,5,1677155094789,206.08348,1149,63,1133,264,483,6.0133333,7.122489
363,5,1677155096195,133.29091,1131,292,1250,352,50,1.3099146,NULL
364,5,1677155113932,1133.5565,152,2,807,2,248,0.3095258,0.09802558
365,5,1677155114381,309.03168,1265,4,983,141,300,0.40122294,0.10130944
366,5,1677155117820,471.02063,559,614,422,171,450,2.3202453,7.394328
367,5,1677155119020,383.02985,410,132,778,231,308,1.3276906,3.9400163
368,5,1677155119490,7.472136,778,231,786,234,96,0.25,NULL
369,5,1677155120923,143.30612,238,635,371,602,384,0.55525565,0.23461391
370,5,1677155123330,162.05739,1009,126,858,78,168,0.64923567,0.6223229
371,5,1677155127129,446.19775,732,134,289,139,417,0.08667866,0.021121297
372,5,1677155128257,952.856,292,137,1234,73,839,0.23085603,0.14398107
373,5,1677155131105,221.28302,1013,225,1090,20,150,1.2556981,2.1993322
374,5,1677155131314,248.48608,1091,19,1013,218,816,1.7953169,2.7369933
375,5,1677155132602,610.76544,1005,227,413,126,304,0.3203174,0.35369635
376,5,1677155133701,813.4642,306,133,1112,58,466,0.09424656,0.029331448
377,5,1677155134317,916.1108,1113,57,447,565,877,1.7840106,11.015145
378,5,1677155135881,5.8284273,467,605,471,606,192,0.8888889,0.74691355
379,5,1677155136082,390.56393,472,605,669,283,236,2.9141154,10.188777
380,5,1677155137386,682.56006,682,292,476,933,536,2.6911266,5.9788656
381,5,1677155138697,696.32733,476,913,903,382,266,1.7002978,1.2760252
382,5,1677155141073,514.495,1268,63,871,377,359,1.0092984,0.20467795
