"id","user_id","time","distance","startX","startY","endX","endY","duration","gradient","variance"
705,6,1677162255840,9.236068,1321,71,1332,70,57,0.083333336,0.034722224
706,6,1677162255953,6.537319,1333,70,1336,69,22,0.33333334,0.22222222
707,6,1677162256192,39.601727,1340,68,1379,58,111,0.28988096,0.12484304
708,6,1677162258584,110.33444,1347,1,1244,27,484,0.33730158,0.31576353
709,6,1677162259863,123.038216,1241,30,1224,149,306,3.8076923,6.5591717
710,6,1677162260209,4.2426405,1224,150,1222,154,55,1,0
711,6,1677162261753,23.028484,1206,171,1191,187,134,0.9230769,0.22485207
712,6,1677162261216,20.983755,1221,155,1206,170,120,1,0.0625
713,6,1677162264376,675.8253,700,491,107,386,166,0.1844245,0.011523158
714,6,1677162266815,9.236068,569,515,571,513,105,0.6093173,1.0148013
715,6,1677162300953,306.80856,607,590,893,493,294,0.311847,0.037401713
716,6,1677162301903,595.01715,1107,471,519,526,65,0.21238229,0.033110037
717,6,1677162302144,362.41605,519,524,185,462,390,0.6838315,NULL
718,6,1677162303382,40.082863,131,78,107,95,92,0.56060606,0.17401285
719,6,1677162303095,379.95523,181,450,133,78,280,6.4657145,20.093437
720,6,1677162362440,377.4865,1019,11,1017,387,165,10.930555,NULL
721,6,1677162362971,289.0642,1030,471,1034,490,134,2.5,0.25
722,6,1677162369351,0,1046,759,1046,759,16,22.416666,NULL
723,6,1677162387769,0,1050,778,1050,778,0,-1.0,NULL
724,6,1677162393763,10.2111025,407,181,407,178,204,-1.0,-1.0
725,6,1677162393975,11.122417,403,172,392,165,23,1,0.16666667
726,6,1677162394137,153.49281,392,162,509,58,56,0.8950216,NULL
727,9,1677162403652,161.02193,539,661,531,770,42,6.9545455,9.274794
728,9,1677162404748,336.2112,465,739,698,497,39,0.6977659,NULL
729,6,1677162475302,1222.6394,1356,390,247,1,1869,0.6642528,NULL
730,6,1677162511743,73.74747,678,515,672,588,166,6.1,10.64
731,6,1677162511440,565.6698,963,32,678,512,183,2.0212944,0.7193571
732,6,1677162521431,32.472206,659,608,649,608,87,0,0
733,6,1677162521526,1215.1748,628,600,110,396,194,0.83499724,0.964829
734,6,1677162522252,22.006529,743,684,750,705,36,3.484992,10.590498
735,6,1677162522518,22.582094,747,709,731,742,38,2.7063491,NULL
736,6,1677162523182,176.06808,245,637,113,523,124,0.53486425,NULL
737,6,1677162560152,613.4144,897,6,795,572,1066,3.0613158,7.938078
738,6,1677162567671,14.236068,759,605,759,617,14,-1.0,-1.0
739,6,1677162567806,234.88495,757,618,672,750,177,2.9259427,7.931877
740,6,1677162568931,159.635,1187,612,1329,592,47,0.35078055,0.1771407
741,6,1677162570230,1157.6908,1323,577,90,503,300,0.30443722,0.33069557
742,6,1677162570590,0,89,503,86,503,8,0,NULL
743,9,1677162566798,762.9406,296,609,307,153,273,2.7612784,8.185318
744,9,1677162567274,489.4538,323,189,450,737,132,6.6199536,60.15868
745,9,1677162567699,38.69431,450,738,418,752,278,0.4234694,0.31097576
746,9,1677162568855,688.5552,422,698,410,10,97,22.74762,NULL
747,6,1677162580901,313.46878,97,28,320,7,213,1.0008581,NULL
748,9,1677162649049,988.6256,1156,2,603,724,151,1.3192701,0.019968413
749,9,1677162649492,513.52527,568,654,275,77,57,2.0183082,NULL
750,6,1677162676838,9.2426405,527,657,534,655,77,1.5989053,1.722563
751,6,1677162681226,689.57263,685,750,111,374,384,0.75679886,NULL
752,6,1677162774981,1434.546,756,19,99,246,283,0.3958102,0.006682225
753,6,1677162781333,733.59784,806,33,101,238,534,0.30927575,NULL
754,6,1677162784326,567.02,208,449,78,450,264,0.37343505,0.07404294
755,6,1677162789032,1622.0371,102,28,433,4,483,1.9765184,12.33879
756,9,1677162821794,127.3597,1391,1,1394,2,31,0.33333334,0
757,9,1677162821968,29.481108,1270,9,1226,6,258,0.08126551,0.023555584
758,9,1677162822285,2,1226,5,1226,2,56,-1.0,NULL
759,9,1677162839688,446.11594,1227,162,814,142,83,0.076351374,0.004107193
760,9,1677162841454,137.3134,819,174,876,342,67,3.7197917,NULL
761,9,1677162854212,553.2897,915,334,1234,3,55,1.0837532,0.028304718
762,9,1677162857106,380.4379,1191,196,1264,42,29,1.1696942,2.8709466
763,9,1677162857298,137.9758,1472,71,1474,66,136,2.719313,NULL
764,6,1677162895452,88.9825,285,16,237,47,178,0.7466216,0.31422344
765,6,1677162895638,83.78582,207,47,117,75,216,0.44223484,0.12233754
766,6,1677162895902,13.72135,117,76,107,81,64,0.5,0.2
767,6,1677162896047,24.701696,104,78,82,61,55,0.73571426,NULL
768,9,1677162944137,0,750,58,750,58,0,-1.0,NULL
769,9,1677163265833,1,1110,602,1110,603,16,1.9865495,NULL
770,9,1677163297211,352.27573,962,560,660,694,80,0.31553367,0.048459433
771,9,1677163325539,31.559278,529,717,518,745,196,1.7857143,1.2755102
772,9,1677163327563,245.91156,540,745,777,686,38,0.54400635,NULL
773,9,1677163325312,84.22684,480,650,529,716,151,1.4025974,0.4693819
774,9,1677163395852,67.363396,1009,449,958,405,32,0.84659094,NULL
775,9,1677163401192,244.74628,1014,334,861,143,27,1.2494868,NULL
776,6,1677163615489,639.95874,427,9,90,364,365,1.0963043,0.14133573
777,6,1677163617463,199.69516,222,420,424,400,351,0.14981447,0.04173865
778,6,1677163618220,91.62915,424,399,413,309,168,4.642857,4.0510206
779,6,1677163618460,470.23758,413,308,767,3,499,1.0955993,NULL
780,9,1677163621464,379.9536,830,27,1161,168,65,0.50837815,0.011668573
781,9,1677163622911,292.86435,1229,45,874,106,117,0.21916845,0.02470815
782,9,1677163623381,23.480099,870,114,862,124,114,1.25,1.6875
783,9,1677163621864,101.68158,1171,152,1234,42,482,1.5872024,0.645998
784,9,1677163637289,561.25256,769,405,218,337,102,0.15726721,0.007533876
785,9,1677163639427,462.87326,285,609,547,254,147,2.0987031,24.799524
786,9,1677163640015,331.12402,558,270,524,518,292,1.8571033,NULL
787,9,1677163641760,242.42326,946,374,1240,477,130,0.39902765,0.059824
788,9,1677163641232,425.20038,548,492,907,370,108,0.2674221,0.05782073
789,9,1677163645645,439.88315,820,322,1231,425,78,0.8031513,1.4355118
790,9,1677163649482,297.43384,626,565,916,593,122,1.3636558,3.3694086
791,9,1677163651704,349.1869,1027,508,1232,254,150,2.0925767,1.6745679
792,9,1677163652061,45.29144,1250,248,1312,227,93,0.25714287,0.027210884
793,9,1677163653404,649.72046,1231,270,623,399,100,0.4522658,0.13766967
794,9,1677163654938,159.40355,537,540,594,407,332,1.3692209,0.46107426
795,9,1677163659848,294.19656,1239,540,1284,534,738,0.1586082,NULL
796,9,1677163658872,478.43216,1086,356,1240,540,915,0.75203496,0.65994096
797,9,1677163662790,335.27643,881,486,1187,385,78,0.14507478,0.018236669
798,9,1677163669237,230.54167,480,606,693,649,98,0.6821357,0.2878044
799,9,1677163670395,232.19362,681,652,390,667,73,0.07988289,NULL
800,9,1677163670934,392.87225,438,640,790,650,215,0.16529422,0.015040879
801,9,1677163671759,399.85193,826,641,1294,675,107,0.30957764,0.052354593
802,9,1677163673467,549.6124,1215,710,690,585,98,0.4472343,0.2819476
803,9,1677163676404,378.17117,661,670,829,396,111,1.4489484,1.1652973
804,9,1677163676984,412.1445,780,417,388,505,80,0.21621206,0.015278937
805,9,1677163677401,730.152,423,421,646,4,97,1.8167452,0.090079755
806,9,1677163677848,183.7321,998,35,1290,221,66,0.67361885,0.1229466
807,9,1677163678180,639.2748,1255,221,637,49,101,0.3134174,0.041492727
808,9,1677163679808,359.0879,986,250,650,147,388,0.46514153,0.20104188
809,9,1677163680545,6.3983455,647,145,642,138,52,1.0416666,NULL
810,9,1677163681648,464.00452,663,162,902,473,49,1.3286436,0.0153157525
811,9,1677163683459,382.84793,954,522,1150,137,138,1.357675,0.7332262
812,9,1677163686499,555.7357,952,581,558,217,113,1.830341,3.0923634
813,9,1677163686876,96.842255,553,205,494,99,136,1.6548611,0.26845148
814,9,1677163688746,179.61069,528,150,654,278,17,2.1289682,NULL
815,9,1677163692891,272.7861,882,142,1205,7,103,0.36486414,0.01977341
816,9,1677163692061,649.518,408,272,858,157,616,2.851602,25.560028
817,9,1677163691617,539.9181,830,589,409,300,97,0.7319889,0.020931564
818,9,1677163698189,487.47076,688,424,254,479,89,1.8840429,3.0989654
819,9,1677163698532,272.05695,264,434,390,97,46,3.025817,NULL
820,4,1677164761543,441.57294,1407,37,967,3,82,0.079218976,NULL
821,4,1677164965801,174.72043,633,31,761,115,66,1.4350188,1.4829781
822,4,1677164966037,0,773,101,794,70,14,1.1666666,NULL
823,4,1677164972833,111.48966,511,6,402,29,32,0.24550562,0.0029696377
824,4,1677164973138,312.30093,402,29,470,5,48,0.34057972,5.250998e-05
825,4,1677164974278,423.74722,720,6,1580,45,67,0.019546662,0.0004349698
826,4,1677164974564,84.53828,1590,42,1623,4,87,1.410204,1.3882891
827,4,1677164976128,44.661182,1662,5,1629,58,50,1.013838,NULL
828,6,1677164980145,36.401752,1149,0,1158,32,132,0.7777778,NULL
829,6,1677164982093,43.525352,1338,68,1347,68,17,0.16666667,0.055555556
830,6,1677164983045,455.0046,1353,102,1026,8,248,0.7388338,1.8063396
831,6,1677164983811,426.32822,898,2,631,211,717,1.450606,3.032823
832,6,1677164984860,19.089735,676,160,668,140,102,3,NULL
833,6,1677164984693,51.8802,631,207,676,161,69,1.8214285,1.5956633
834,6,1677164990268,0,1209,30,1209,30,0,1.0026041,NULL
835,6,1677164985595,480.3856,667,138,592,1,129,1.8958334,0.11873264
836,6,1677164987093,287.09238,916,1,1019,0,133,0.2186553,0.09906493
837,6,1677164992823,56.415543,669,362,702,319,144,1.617647,0.4706363
838,6,1677164991175,597.9217,1156,109,659,388,527,0.45404324,0.21571368
839,6,1677164993550,48.81017,780,278,745,305,162,0.7227891,0.15856229
840,6,1677164993719,63.996784,743,306,709,360,164,1.5009158,0.46246427
841,6,1677164999504,91.295944,669,418,749,442,55,0.9000244,0.2991968
842,6,1677164999752,49.8247,753,447,723,486,152,1.1029762,0.221098
843,6,1677165001536,227.49402,545,225,677,41,75,1.5395597,NULL
844,6,1677165569653,138.5256,630,141,702,40,702,1.0040833,NULL
845,10,1677165602457,188.52655,655,249,829,264,1015,0.12258297,0.0803116
846,10,1677165606945,709.07983,954,257,268,97,393,0.17182514,NULL
847,10,1677165608402,711.3636,1139,149,428,146,920,0.0027777778,0.00022597001
848,10,1677165607605,681.50916,517,136,1140,149,667,0.30610687,0.054610245
849,10,1677165621779,849.03674,1171,221,889,66,593,1.4813385,NULL
850,10,1677165622539,29.073856,889,118,894,145,167,2.8,1.76
851,10,1677165625189,43.59894,504,129,547,133,133,0.06802721,NULL
852,10,1677165623962,131,362,129,492,129,510,0.055935666,0.026810944
853,10,1677165627713,6.236068,732,137,730,137,176,0,0
854,10,1677165635402,13.236068,616,627,628,626,487,2.3598979,13.675689
855,10,1677165636834,175.85036,629,626,792,565,539,0.27012673,NULL
856,10,1677165638290,6.1622777,846,518,842,518,250,0,0
857,10,1677165638156,3,849,518,847,518,126,0.045454547,0.020661157
858,10,1677165637602,9.236068,868,521,863,517,178,0.125,0.046875
859,10,1677165642274,26.170088,722,210,719,238,99,4.3333335,NULL
860,10,1677165641823,313.51868,873,449,723,209,350,0.59745795,1.7529283
861,10,1677165645250,457.72284,1352,50,935,229,373,0.37677544,0.07738533
862,10,1677165643706,316.875,1153,305,1333,53,500,0.9455125,0.97654873
863,10,1677165645973,123.18667,937,230,1062,252,267,0.17026016,0.02024886
864,10,1677165646345,299.7344,1063,252,1231,37,762,1.6094446,NULL
865,12,1677165648543,142.45529,1115,213,968,230,190,0.12295261,0.012793295
866,12,1677165649266,7,967,229,964,230,1042,0.5,0.25
867,12,1677165650315,518.2558,964,234,734,271,512,1.6522394,5.6849933
868,12,1677165650833,552.5493,732,274,193,373,266,0.35333604,0.13839617
869,12,1677165648133,467.13342,1537,19,1120,211,148,0.41139224,0.035264857
870,10,1677165648978,43.969112,1198,204,1204,161,395,3.1666667,0.4722222
871,10,1677165647938,174.24104,1232,37,1198,203,869,3.04,1.7606223
872,10,1677165651207,88.91472,1245,53,1206,129,483,1.9454887,0.8036039
873,10,1677165652066,152.5087,1207,129,1356,162,308,0.19240865,NULL
874,11,1677165651484,1121.0458,1717,444,1037,191,1647,1.3541174,NULL
875,10,1677165654802,352.49966,1228,385,1261,61,371,1.5926065,4.9286556
876,10,1677165655574,160.39252,1264,57,1214,205,416,2.534127,1.0383724
877,10,1677165657298,40.032715,1212,148,1246,127,76,2.0482993,NULL
878,11,1677165653250,111.35035,1049,165,1096,71,184,2.160034,1.853824
879,11,1677165654702,164.18654,1139,439,1253,323,198,0.6903526,NULL
880,12,1677165661471,334.01163,847,549,1146,406,171,0.98923874,0.47721305
881,12,1677165658931,94.959114,738,719,695,685,372,1.087963,3.6728308
882,12,1677165658666,361.36615,1070,584,738,718,203,0.4955644,0.059809066
883,12,1677165661653,412.96835,1145,405,735,292,150,0.29909825,0.07791643
884,12,1677165661930,300.40204,736,292,1040,302,158,0.03053809,0.0015603037
885,12,1677165662234,266.17102,1039,302,834,394,303,0.48970348,NULL
886,11,1677165662534,671.48413,1015,222,640,250,365,0.88104796,1.9264296
887,11,1677165662933,378.44586,640,247,774,287,214,0.73568785,NULL
888,12,1677165666489,305.61777,872,543,736,291,450,1.6144361,1.1162103
889,12,1677165662804,235.2678,886,452,1107,453,317,0.3856632,0.5287474
890,12,1677165664890,1040.2325,1107,452,1504,542,115,0.38296092,0.09119181
891,12,1677165666994,361.1163,736,291,965,183,529,1.6170064,NULL
892,11,1677165664004,59.38061,821,303,795,249,112,2.1033332,0.88387775
893,11,1677165664804,60.574368,732,276,714,243,119,1.1606984,1.7193903
894,11,1677165663324,2867.6082,228,63,823,304,648,1.5652008,5.550812
895,11,1677165665012,90.55353,714,242,633,268,240,0.5321429,0.25478032
896,11,1677165666117,229.57822,566,296,788,252,375,0.24916306,0.08473773
897,11,1677165665348,177.53838,634,268,801,280,223,0.17489316,0.08829286
898,11,1677165665708,249.76398,802,280,566,297,288,0.17601329,0.122607514
899,11,1677165666533,126.02371,789,252,668,249,336,0.06452381,0.036600567
900,11,1677165667077,12.472136,668,248,670,242,151,0.625,0.671875
901,11,1677165667236,578.4002,667,242,901,444,329,0.8070618,1.8151598
902,11,1677165667995,279.53433,565,190,290,146,152,0.45275927,NULL
903,12,1677165667778,523.21,1112,198,1481,512,895,0.96119803,0.61537766
904,12,1677165669634,147.29115,1480,512,1366,418,206,0.9513164,NULL
905,11,1677165669916,1028.9022,102,47,948,63,104,1.2347975,1.8958875
906,11,1677165672820,452.80072,1033,224,647,352,328,0.89166284,NULL
907,12,1677165675186,32.396915,1365,417,1379,445,72,1.9666667,0.16
908,12,1677165675322,13.812559,1380,445,1384,458,137,1.2,1.36
909,12,1677165676850,583.44995,1436,507,1427,538,26,0.66964287,0.94108737
910,12,1677165677327,308.05035,876,550,1163,314,203,0.83653575,NULL
911,12,1677165675770,44.166973,1384,458,1407,496,138,1.7395834,1.4278429
912,11,1677165673332,547.72546,663,355,899,464,97,0.50783426,0.11410559
913,11,1677165674204,146.78583,615,469,699,432,96,0.8158702,NULL
914,12,1677165678866,512.69366,713,135,396,534,195,0.724021,0.3135188
915,12,1677165679170,60.015392,397,533,433,483,124,1.5916667,0.46020833
916,12,1677165682490,64.53724,473,423,528,375,38,0.5732026,NULL
917,12,1677165680661,21,452,423,472,423,67,2.25,2.7410715
918,11,1677165682157,250.21474,325,289,149,140,287,0.7886314,0.38394597
919,11,1677165683062,464.7395,148,140,585,293,88,0.37746698,NULL
920,12,1677165682745,98.82573,611,239,648,149,150,2.3316326,0.45750034
921,12,1677165685062,5.4142137,395,677,395,673,33,2.4754045,21.741707
922,12,1677165685738,149.30025,396,674,494,788,292,1.2047806,0.039047584
923,12,1677165686274,687.6301,495,787,995,316,256,1.0886313,0.105480045
924,12,1677165687266,42.961323,1270,193,1249,229,130,0.95155424,0.9104638
925,12,1677165687482,28.794456,1249,229,1259,200,49,2.7,NULL
926,11,1677165685910,683.2408,1016,500,383,311,126,0.33938247,0.026178809
927,11,1677165686036,54.035255,367,303,309,281,64,0.2244898,0.03911593
928,11,1677165686556,2095.2932,927,450,320,716,1322,1.6495391,3.9827712
929,11,1677165687885,420.64163,321,716,540,417,264,1.4276288,NULL
930,11,1677165686134,2062.7793,315,281,927,461,390,0.7997827,1.5204214
931,12,1677165688954,554.24164,1129,130,574,130,360,0.020397658,0.001636815
932,12,1677165687780,577.3266,1307,129,729,135,683,0.10995514,0.020983318
933,12,1677165688619,400.20883,730,135,1130,130,178,0.019256605,0.0019168564
934,12,1677165687663,6.4787087,1308,133,1309,130,107,1,0
935,12,1677165690181,566.28894,561,134,651,378,67,1.2026144,1.723426
936,12,1677165690682,21.76088,355,456,388,420,117,1.2105856,NULL
937,11,1677165689653,258.1501,711,416,704,696,80,9.701191,66.82382
938,11,1677165689094,2124.5198,680,682,710,408,526,8.90851,77.10669
939,11,1677165688726,754.25085,614,402,680,687,335,4.5532885,9.410678
940,11,1677165688317,405.123,545,620,657,624,247,3.4218354,36.33895
941,11,1677165688597,238.30739,656,624,613,395,95,5.4244046,6.051915
942,11,1677165689765,152.69612,703,692,714,530,80,13.479167,57.732204
943,11,1677165689989,254.02963,638,651,830,452,72,1.1280438,0.14282113
944,11,1677165689878,161.81342,713,533,632,664,104,1.7608441,1.2503066
945,11,1677165690309,2330.225,694,479,718,415,575,0.2044337,0.018376116
946,11,1677165690094,646.2583,823,455,695,479,182,0.3546934,0.01935016
947,11,1677165691350,2493.6533,603,410,545,389,630,0.1368642,0.009651343
948,11,1677165692013,2171.8271,538,390,666,366,440,0.1880117,0.035446078
949,11,1677165690910,1831.936,709,417,605,410,406,0.14443251,0.00534652
950,11,1677165692677,1343.8743,520,407,520,450,407,0.16668253,0.049480885
951,11,1677165692460,751.2554,638,375,528,405,184,0.17060794,0.0078577
952,11,1677165693117,47.298855,519,450,463,469,23,0.21727395,NULL
953,12,1677165695535,222.70201,989,477,1209,446,149,0.8269149,1.2716234
954,12,1677165695850,100.13733,1209,446,1133,377,151,0.6605601,0.114127435
955,12,1677165696201,14.537319,1132,375,1123,355,83,2.0833333,1.3541666
956,12,1677165697402,231.41821,1121,355,885,388,116,0.11947849,NULL
957,11,1677165694950,2254.7847,697,342,278,403,583,0.1514611,0.010711234
958,11,1677165693396,2623.6387,314,493,193,468,744,0.14834727,0.007939759
959,11,1677165694166,2953.7336,202,466,701,342,750,0.16907422,0.009406347
960,11,1677165696021,2018.026,493,208,1003,303,567,1.8667632,14.062004
961,11,1677165697964,461.2923,1003,496,640,532,184,0.85899043,NULL
962,11,1677165695540,232.98712,291,396,518,291,96,0.53124046,0.027559027
963,11,1677165695685,581.28,519,295,492,208,295,5.3163834,26.977333
964,12,1677165697702,94.93804,835,449,764,412,316,0.88272005,0.3478872
965,12,1677165698106,68.317276,764,414,768,484,211,5.5,2.25
966,12,1677165698954,122.46181,774,495,661,496,281,0.7258983,1.1677791
967,12,1677165699298,26.021912,661,497,680,513,153,0.8148148,0.366941
968,12,1677165701506,1491.8488,760,392,1430,507,980,1.7420398,NULL
969,11,1677165698436,185.83217,740,660,929,677,56,0.07737169,NULL
970,11,1677165698372,7.841619,743,655,739,660,57,1,0.25
971,12,1677165703130,780.866,1429,509,1419,521,22,1.2380953,0.009070295
972,12,1677165707202,545.55634,1049,270,553,270,335,0.61839306,NULL
973,12,1677165705624,1075.2804,1557,41,575,472,296,0.4731647,0.14215702
974,12,1677165706114,558.14874,575,471,1049,269,240,0.4765758,0.3057076
975,11,1677165705461,83.9819,1017,241,963,184,32,1.1833333,0.039166667
976,11,1677165705604,1134.8439,987,532,794,610,289,3.234938,33.290695
977,11,1677165705525,350.1235,968,186,1014,501,71,15.671817,618.9016
978,11,1677165707709,3033.6895,970,313,747,345,440,2.74649,NULL
979,11,1677165705918,10931.562,795,607,993,556,1711,2.9827116,40.70508
980,12,1677165712186,39.583935,1322,144,1352,118,104,0.85578233,0.05132306
981,12,1677165711346,777.7928,604,262,1321,145,709,0.40659243,0.5651391
982,12,1677165707721,2,550,234,550,233,113,-1.0,-1.0
983,12,1677165707841,102.22589,549,233,560,158,346,1.227193,1.5144799
984,12,1677165708682,112.498276,560,159,604,263,190,2.0541127,1.1832963
985,12,1677165712394,27.204689,1352,117,1367,94,128,1.8095238,NULL
986,12,1677165713882,622.3383,724,144,398,502,741,1.2727205,2.177826
987,12,1677165713258,573.4166,1296,138,724,144,549,0.11850672,0.01432606
988,12,1677165715178,998.4458,398,502,1395,431,195,0.07707884,0.0068333833
989,12,1677165712907,108.996056,1393,89,1297,138,133,0.49495244,0.0066813207
990,12,1677165715522,455.97247,1395,430,1537,65,585,2.739197,6.8150015
991,12,1677165716354,1680.2655,1536,65,857,132,454,0.099216715,0.008616853
992,12,1677165718907,242.67555,939,378,833,560,418,1.6957288,3.1169329
993,12,1677165719450,295.7646,834,560,1130,555,176,0.05585637,0.020227553
994,12,1677165721160,129.37709,898,539,810,630,133,0.80766743,0.4124155
995,12,1677165717725,325.86707,737,131,939,376,266,1.2999784,0.5210895
996,12,1677165719698,238.1815,1131,554,976,499,578,0.6166153,0.8680309
997,12,1677165722827,216.15236,664,565,517,431,217,1.3687662,1.1703349
998,12,1677165727363,387.56494,223,274,409,606,116,1.2791989,NULL
999,12,1677165727842,244.01764,410,610,476,842,137,4.4011903,8.954772
1000,12,1677165730218,636.4499,1110,118,471,116,195,0.0029761905,9.743481e-05
1001,12,1677165729706,1268.6746,437,555,1111,118,424,2.3156695,13.899533
1002,12,1677165732031,323.89072,421,48,667,239,250,1.1275162,NULL
1003,12,1677165740066,581.7151,537,401,198,208,84,0.31508115,0.05077203
1004,12,1677165737962,495.51328,204,403,694,434,111,0.062663615,0.0017745323
1005,12,1677165742085,1047.9424,198,18,1253,66,434,0.18559673,NULL
1006,12,1677165744434,116.96772,1486,50,1438,155,134,2.4460318,0.5439305
1007,12,1677165744722,43.19417,1438,156,1436,201,130,5.5,NULL
1008,12,1677165749474,111.17676,1429,200,1469,96,130,3.3117042,7.596155
1009,12,1677165749778,548.12756,1469,97,1157,542,192,1.8684036,3.2119048
1010,12,1677165749321,7.236068,1435,202,1429,201,66,0.125,0.046875
1011,12,1677165752099,3.828427,825,475,827,477,78,1.2701486,0.27395192
1012,12,1677165750705,375.99713,1153,541,934,302,266,1.423915,5.967709
1013,12,1677165752188,633.3611,828,477,1474,482,334,0.051409703,NULL
1014,12,1677165753482,1053.3644,1573,525,1555,548,24,0.4456328,0.3694272
1015,12,1677165755498,58.44247,1453,176,1406,140,125,0.67743057,0.101158254
1016,12,1677165756138,183.45334,1406,139,1466,231,519,0.91476303,2.3105376
1017,12,1677165754946,123.59316,1445,60,1454,176,359,1.8083317,3.828017
1018,12,1677165758818,115.829384,809,340,922,372,123,0.31755772,0.023267262
1019,12,1677165758026,215.55481,905,521,808,340,648,2.0509238,1.8698816
1020,12,1677165760858,87.051735,998,368,928,390,350,0.285,0.12771945
1021,12,1677165759562,71.19114,923,372,997,368,112,0.023015874,0.0015910809
1022,12,1677165757673,618.95306,1410,239,905,522,283,0.56899244,0.12136214
1023,12,1677165761818,107.04927,928,390,920,493,424,2.9411764,1.5847751
1024,12,1677165762330,18.601126,920,493,934,505,195,0.8,NULL
1025,12,1677165781954,0,943,512,943,512,0,-1.0,NULL
1026,12,1677165817796,324.6836,845,514,955,803,300,2.7715816,5.1262727
1027,12,1677165818834,32.682693,927,756,954,771,79,0.9806624,0.44157776
1028,12,1677165820458,668.1169,953,772,330,697,306,0.51031274,0.21646772
1029,12,1677165820842,1241.3395,330,696,1457,346,1106,1.095765,2.5960424
1030,12,1677165822146,376.3146,1458,345,1615,11,336,3.4366755,NULL
1031,14,1677165886016,27.886349,1513,448,1487,445,2131,0.11111111,0.07098766
1032,14,1677165888449,185.1804,1486,445,1305,411,667,0.16501623,0.024572963
1033,14,1677165889438,28.477573,1304,410,1284,391,144,0.8095238,0.20975056
1034,14,1677165889859,1,1283,391,1281,391,23,0,NULL
1035,14,1677165890952,11.462841,1279,390,1274,381,64,1.75,0.6875
1036,14,1677165897192,201.51022,1420,702,1223,683,657,0.11896759,0.023639036
1037,14,1677165895366,108.753105,1307,345,1412,336,550,0.14292929,0.03882206
1038,14,1677165896117,365.87518,1412,337,1420,701,999,5.6666665,7.463675
1039,14,1677165899847,134.52257,1216,617,1228,484,286,4.1904764,NULL
1040,14,1677165902714,553.14777,1344,51,1036,357,1302,1.3280905,NULL
1041,14,1677165900267,371.21606,1227,453,1208,87,732,6.0350876,13.65374
1042,14,1677165908833,29.162277,3,251,4,281,251,3,0
1043,14,1677165907867,300.51315,216,60,3,249,883,0.5950377,0.6345153
1044,14,1677165910005,0,3,289,3,289,0,-1.0,NULL
1045,14,1677165910266,51.66606,0,292,28,323,434,1.1097884,0.6696201
1046,14,1677165915801,155.59708,692,144,845,133,216,0.08721042,0.014466083
1047,14,1677165918098,108.83317,1274,55,1234,145,552,0.9323725,2.062173
1048,14,1677165919389,46.438095,1224,197,1224,162,145,4.875,9.546875
1049,14,1677165919026,50.341866,1234,147,1224,196,258,3.8125,1.4960938
1050,14,1677165921470,96.94218,793,377,847,304,130,0.7044468,0.22928704
1051,14,1677165922034,284.4149,803,325,545,220,267,0.6157543,0.47491542
1052,14,1677165923018,4,545,171,547,167,83,0.5,NULL
1053,14,1677165922786,36.53732,545,215,544,172,165,4,0
1054,15,1677165926730,158.9303,1367,8,1226,79,245,0.5255503,NULL
1055,6,1677165928048,3.6055512,1116,2,1118,5,16,1.5,NULL
1056,15,1677165931610,144.30554,1386,209,1318,57,562,2.23,NULL
1057,15,1677165930883,392.59988,1025,293,1388,231,189,0.18598759,0.0806705
1058,15,1677165934254,300.2003,1336,53,991,10,210,0.08801588,0.007204765
1059,15,1677165936640,207.84457,344,153,354,379,213,5.819697,17.169283
1060,15,1677165932668,87.39673,1316,55,1376,112,237,0.9910053,0.11228787
1061,15,1677165933579,73.810814,1375,108,1357,54,325,2.6666667,1.8888888
1062,15,1677165935773,147.04826,476,131,345,136,448,0.09029932,0.048679337
1063,15,1677165934745,506.32812,976,8,536,128,591,0.75037336,0.5650982
1064,15,1677165937139,101.09521,361,389,406,502,49,2.548783,NULL
1065,15,1677165938926,276.50366,396,622,615,645,342,0.29546416,0.06978284
1066,15,1677165942053,84.66743,1444,573,1360,564,131,0.22171025,NULL
1067,15,1677165943050,558.4093,1260,567,714,574,150,0.23369944,0.06777752
1068,14,1677165947501,37.645763,748,616,777,596,184,1.5448557,1.1621568
1069,14,1677165949095,164.03146,767,542,887,434,239,2.1153648,7.480637
1070,14,1677165949425,448.06345,887,433,1111,48,710,1.8547258,NULL
1071,15,1677165952050,157.55812,630,237,448,106,95,0.6712119,NULL
1072,15,1677165950543,495.5023,781,380,1180,325,586,0.787818,1.5328779
1073,15,1677165951422,458.5296,1136,318,678,271,224,0.14509635,0.012821203
1074,15,1677165951422,458.5296,1136,318,678,271,224,0.14509635,0.012821203
1075,15,1677165950543,495.5023,781,380,1180,325,586,0.787818,1.5328779
1076,15,1677165952050,159.55812,630,237,447,106,146,0.5753245,0.103286885
1077,15,1677165952392,50.397118,447,107,488,134,137,0.7059524,0.09651785
1078,15,1677165952893,142.90805,484,134,336,132,236,0.09821428,0.06736288
1079,15,1677165954135,74.03196,842,158,831,138,160,1.3333334,0.6388889
1080,15,1677165954634,199.31949,880,128,1142,120,360,0.22103815,0.08807258
1081,15,1677165953218,511.8073,335,132,842,160,899,0.046263807,0.008481756
1082,15,1677165956195,212.5004,1038,127,826,130,234,0.08859463,NULL
1083,15,1677165961224,6,859,114,859,120,135,-1.0,NULL
