distance,duration,gradient,variance,velocity,displacement,efficiency,finalGradient,implify
746.78564,479,1.3237787,0.40987495,1559.0514405010438,738.8748202503588,0.9894068400275596,1.088,0.8218896406174234
1111.6641,193,0.4590046,0.46740323,5759.917616580311,813.7057207615048,0.7319708541109718,-0.1927409261576971,-0.4199106635482457
1042.6412,230,1.0399206,2.595812,4533.2226086956525,935.1320762330848,0.896887708094678,-0.0492505353319057,-0.0473598997191764
951.0941,256,0.27290696,0.014829111,3715.211328125,1056.087591064302,1.1103923271780385,-0.1978764478764478,-0.7250692612473053
1725.9467,477,0.34262994,0.386902,3618.336897274633,1771.2481474937383,1.0262473038673432,0.1706758304696449,0.4981346068870831
1220.7395,215,0.20494096,0.0034199052,5677.858139534884,1165.3540234623983,0.9546295695866304,0.2077125328659071,1.013523762482166
1101.3237,297,0.87164605,0.27640033,3708.1606060606055,1066.516291483632,0.9683949337362232,0.6871444823663254,0.7883297152167734
1570.592,594,0.82834315,4.1172037,2644.094276094276,1412.7678507100875,0.8995129548030854,0.3510877719429857,0.4238433938193196
1061.705,346,1.4818751,3.7343547,3068.511560693641,985.4080373124629,0.9281373237504418,0.4752808988764045,0.3207293913477624
830.8919,283,0.4873612,0.14687467,2936.013780918728,939.0021299230368,1.1301134719486818,0.2893569844789357,0.593721831936838
722.26605,542,0.61958915,0.41164875,1332.5941881918818,572.9546229851017,0.793273646165567,0.1572438162544169,0.2537872334504517
1153.3308,281,0.17957158,0.15947162,4104.380071174377,1211.189497972964,1.0501666113251844,0.0928689883913764,0.5171697458549758
777.65375,333,0.32039338,0.093590766,2335.2965465465463,816.6284344792311,1.050118300695176,-0.198501872659176,-0.6195567232355925
691.7644,513,2.445538,9.503452,1348.4686159844057,635.5737565381378,0.9187719930920668,-0.6,-0.2453447871184172
1131.0057,416,0.7964907,0.28976795,2718.7637019230765,995.1688298977216,0.8798972718684985,0.3336864406779661,0.4189458090068925
926.18866,434,0.36970237,0.09592758,2134.075253456221,757.0026420033156,0.8173309334226955,-0.0026420079260237,-0.0071463104930157
920.6914,466,0.28045222,0.08570532,1975.732618025751,901.2219482458248,0.9788534445372518,0.0221975582685904,0.0791491622658236
889.2477,365,0.30739954,0.041548684,2436.2950684931507,885.0316378525686,0.9952588439110592,-0.2430232558139534,-0.7905778122307973
737.3039,528,1.5828719,5.578254,1396.4089015151517,563.7765514811697,0.7646460997713015,0.3,0.1895289189226241
1396.6001,145,1.2054917,1.4093843,9631.724827586208,1376.763233094202,0.9857963157056926,-0.1066471877282688,-0.0884677909671786
822.11664,159,1.5800254,0.07152134,5170.5449056603775,808.7502704790892,0.9837415168717292,-1.4184549356223175,-0.8977418563159285
683.1075,417,1.5661461,0.9064312,1638.1474820143883,655.9885669735411,0.9603006363911114,-1.6835820895522389,-1.074984057714819
916.34515,633,1.0612133,4.0419607,1447.6226698262242,882.0957997859416,0.9626239630186744,-1.5555555555555556,-1.4658274218345697
1133.5565,248,0.3095258,0.09802558,4570.792338709677,655.0,0.5778273954584532,0.0,0.0
952.856,839,0.23085603,0.14398107,1135.704410011919,944.171594573783,0.990885920405374,-0.0679405520169851,-0.2942983642965061
813.4642,466,0.09424656,0.029331448,1745.631330472103,809.4819330905416,0.9951045578779516,-0.0930521091811414,-0.9873263191902332
916.1108,877,1.7840106,11.015145,1044.5961231470924,837.6276022195066,0.914330015779212,-0.7627627627627628,-0.4275550620398571
682.56006,536,2.6911266,5.9788656,1273.432947761194,673.2881998074821,0.9864160522481816,-3.1116504854368934,-1.1562631373183607
968.38916,254,0.47226024,0.024278944,3812.555748031496,775.7628503608561,0.8010858468932636,0.4325842696629213,0.9159870618431089
1131.246,597,1.4205527,5.323528,1894.884422110553,802.7515182171878,0.709617110882326,-0.4965229485396384,-0.3495280031072683
1157.8615,839,0.5780628,0.75027484,1380.049463647199,1073.0167752649536,0.9267229070704516,0.0055917986952469,0.0096733411927682
937.2982,243,0.41037306,0.18462603,3857.194238683128,564.769864635145,0.602550890031737,0.418426103646833,1.0196237142049067
836.1087,199,0.37881252,0.15496472,4201.551256281407,844.0242887500335,1.0094671766362835,0.2490842490842491,0.6575396427875433
974.41425,358,0.73172444,0.45161247,2721.8275139664806,874.5244421970149,0.8974873286151294,0.6804979253112033,0.9299920682042592
1211.2999,747,1.156121,1.1920004,1621.5527443105757,949.6657306652694,0.7840054561758565,0.1360255047821466,0.1176568064952947
1365.0707,322,0.44376194,0.3752364,4239.35,1115.5326082190516,0.8171976793722491,0.1794171220400728,0.404309396249874
798.388,403,2.133815,2.899687,1981.1116625310171,715.4362305614666,0.8961009315789648,1.7366946778711485,0.8138918687286145
1326.5068,590,0.42860544,0.15080369,2248.316610169492,980.0326525172516,0.7388071078996742,-0.0081632653061224,-0.0190461075485239
856.20056,135,0.11644757,0.0072608013,6342.22637037037,757.1505794754436,0.884314510931228,0.0915119363395225,0.7858638556349656
1160.9396,516,1.457829,1.8510691,2249.882945736434,796.9253415471238,0.6864485814310441,-0.0996216897856242,-0.0683356482726192
911.6716,506,1.1537048,1.7135562,1801.722529644269,545.365932195989,0.5982043667873267,-4.433333333333334,-3.8426929777299472
1113.9218,563,1.672714,7.349348,1978.546714031972,774.6850973137408,0.6954573447738798,0.8715753424657534,0.5210546109291567
1204.9016,214,0.45062262,0.38910666,5630.381308411214,1198.6534111243334,0.9948143575577736,0.31583552055993,0.7008869651504179
823.0427,254,0.15183263,0.043511536,3240.325590551181,773.3130026063185,0.9395782291809628,0.0284605433376455,0.1874468178391268
1312.4674,493,1.8721807,6.5532537,2662.2056795131844,748.511188961127,0.5703084045829458,-5.904,-3.1535417494689484
724.1442,388,1.0621258,0.51065737,1866.351030927835,707.6722405181653,0.9772532052568608,-1.0833333333333333,-1.0199670635374205
1239.0935,165,0.16971822,0.01508306,7509.657575757576,1159.141924011033,0.9354757522422912,0.1331592689295039,0.784590298728704
792.07794,864,0.7188192,0.786629,916.756875,598.5649505275096,0.7556894597108835,-0.3665480427046263,-0.5099307902524395
1141.8417,268,0.85356134,1.4669298,4260.603358208955,1084.9700456694643,0.950193048361664,-0.4907597535934291,-0.5749554608382675
933.11096,308,1.0632088,1.5167214,3029.5810389610388,888.6866714427532,0.9523912048388684,-0.4579207920792079,-0.4306969544262688
719.7473,438,0.19294892,0.038754635,1643.2586757990869,714.9860138492221,0.9933847808101846,-0.160056657223796,-0.8295286505039574
964.77374,127,0.23464216,0.025424553,7596.643622047244,954.7549423805044,0.9896153914600788,-0.1363636363636363,-0.5811557324721028
748.4679,456,1.6397661,3.22931,1641.3769736842105,660.0007575753228,0.8818023559531716,-0.5634782608695652,-0.3436333150621697
853.69727,175,2.02848,3.9449742,4878.270114285714,827.6599543290711,0.9695005283653666,-1.1063063063063063,-0.5453868444876491
1157.6908,300,0.30443722,0.33069557,3858.9693333333335,1235.2186041345071,1.066967625668708,0.0600162206001622,0.1971382493906698
988.6256,151,1.3192701,0.019968413,6547.18940397351,909.4465349870766,0.9199099588227097,-1.305605786618445,-0.9896425202226936
711.3636,920,0.0027777778,0.00022597001,773.221304347826,711.0063290857544,0.9994977661012656,0.0042194092827004,1.518987329620253
